idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words
185	[[0.9089726]]	There is no response from the government yet.	सरकार की और से इसपर अभी कोई प्रतिक्रिया नहीं मिल पाई है।	0.9089726	False	True
202	[[0.9061848]]	The military officers were waiting with a car for Gandhiji.	सैन्य अधिकारी एक गाड़ी लेकर गांधीजी की प्रतीक्षा कर रहे थे।	0.9061848	True	True
211	[[0.91424656]]	After completing a Masters from the Delhi School of Social Work, Nandita Das started teaching.	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने पढ़ाना शुरू किया।	0.91424656	True	True
223	[[0.9462265]]	As per the FICCI-EY Media and Entertainment Repot 2019, the size of the Industry has increased from Rs91,810 crore in 2013 to Rs 1,67,500 crore in 2018, a growth of 82.44 per cent in the last 5 years.	फिक्की-ईवाई मीडिया और मनोरंजन रिपोर्ट, 2019 के अनुसार इस उद्योग का आकार 2013 में 91,810 करोड़ रुपये से 2018 में 1,67,500 करोड़ रुपये तक बढ़ गया है। पिछले पांच वर्षों में 82.44 प्रतिशत की वृद्धि हुई है।	0.9462265	True	True
236	[[0.9477833]]	Indirect Tax Revenue (Provisional) collections have increased from Rs 2,69,909 crore in April-October 2013 to Rs.2,85,126 crore during April-October 2014.	अप्रत्‍यक्ष कर राजस्‍व (अंतरिम) का संग्रह अप्रैल-अक्‍टूबर 2013 के 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्‍टूबर 2014 के दौरान 2,85,126 करोड़ रुपये के स्‍तर को छू गया।	0.9477833	True	True
276	[[0.9045582]]	So for example, in Seattle, where I live, when in 2014 we passed our nation's first 15 dollar minimum wage, the neoliberals freaked out over their precious equilibrium.	उदाहरण के लिए, सिएटल में, जहां मैं रहता हूं, जब 2014 में हमने अपने देश का पहला न्यूनतम वेतन 15 डॉलर पारित किया, तो नवउदारवादी अपने अमूल्य संतुलन पर उत्तेजित हो गए।	0.9045582	True	True
306	[[0.9222158]]	Air marshal Anil Khosla takes over as Director General Air Operations	एयर मार्शल अनिल खोसला ने एयर ऑपरेशन्स में महानिदेशक का पदभार संभाला	0.9222158	True	True
308	[[0.90935385]]	Cabinet Secretary, Secretary Home Affairs, Secretary External Affairs, Secretary Defence , Secretary Health and Family Welfare, Secretary Civil Aviation and several other top officials attended the meeting.	कैबिनेट सचिव (Cabinet Secretary), गृह सचिव, विदेश मामलों के सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन मंत्रालय में सचिव और अन्य कई प्रमुख अधिकारियों ने इस बैठक में हिस्सा लिया.	0.90935385	True	True
314	[[0.9295887]]	Two persons were killed in separate road accidents in the district.	जिले में हुए अलग-अलग सड़क हादसों में दो व्यक्तियों की मौत हो गई।	0.9295887	True	True
320	[[0.9390217]]	Step 3: A PDF will be opened on the screen.	चरण 3: आपकी स्क्रीन पर एक पीडीएफ खुल जाएगा।	0.9390217	True	True
339	[[0.91927075]]	Nitin Patel taking oath as deputy chief minister of Gujarat.	नितिन पटेल ने गुजरात के उपमुख्यमंत्री पद के रूप में शपथ ली	0.91927075	True	True
342	[[0.91002333]]	Power generation during the 2015-16 (April-November, 2015) is 739.915 BU showing a growth rate of 4.55% over the previous year same period.	वर्ष 2015-16 (अप्रैल-नवंबर, 2015) के दौरान के 739.915 बीयू विद्युत उत्‍पादन हुआ है, जो में पिछले वर्ष की इसी अवधि की तुलना में हुए उत्‍पादन से 4.55 प्रतिशत वृद्धि दर दर्शाता है।	0.91002333	True	True
347	[[0.904228]]	Ministry of Finance 99 MSMEs to gain by Tax Incentives provided in General Budget 2018-19 Government to Forego Rs 7,000 Crores due to this incentive The Union Minister for Finance and Corporate Affairs, Shri Arun Jaitley has proposed a reduced rate of 25 to companies that have reported turnover up to Rs 250 crores in financial year 2016-17.	वित्त मंत्रालय आम बजट 2018-19 में कर-राहत से 99 प्रतिशत छोटे उद्यमों को फायदा होगा कर-राहत से सरकार को 7000 करोड़ रुपये की राजस्व-हानि केन्द्रीय वित्त एवं कॉरपोरेट मामलों के मंत्री श्री अरुण जेटली ने उन कंपनियों के लिए 25 प्रतिशत के घटे हुए दर का प्रस्ताव किया है, जिनका वित्त वर्ष 2016-17 के दौरान टर्नओवर 250 करोड़ रुपए तक है।	0.904228	True	True
350	[[0.93418044]]	Apart from these, several important projects have been taken up in the Delhi NCR areas around Haryana	इनके अलावा हरियाणा के आसपास दिल्ली एनसीआर क्षेत्रों में कई अहम परियोजनाएं शुरू की गई हैं	0.93418044	True	True
382	[[0.92756724]]	Similar conclusions were reached by Michael McElroy and Steven Wofsy at Harvard University.	इसी तरह के निष्कर्ष माइकल McElroy और स्टीवन Wofsy द्वारा हार्वर्ड विश्वविद्यालय में दिए गए।	0.92756724	True	True
412	[[0.9196175]]	The 8GB RAM and 128GB model is priced at Rs 19,999.	इसके 8GB रैम और 128GB स्टोरेज वाले वेरिएंट की कीमत 19,999 रुपये है।	0.9196175	True	True
415	[[0.90331876]]	Directed Delhi Police to take all possible steps in coordination with JNU Administration to maintain law and order&take action against the perpetrators of violence.	दिल्ली पुलिस को कानून व्यवस्था बनाये रखने तथा हिंसा के खिलाफ कार्रवाई करने के लिए जेएनयू प्रशासन के साथ मिलकर हरसंभव कदम उठाने का निर्देश दिया।	0.90331876	True	True
425	[[0.9075359]]	Yogi's programme at Patna postponed due to Mayoral poll	पटना में मेयर चुनाव के कारण योगी का कार्यक्रम स्थगित	0.9075359	True	True
426	[[0.9010944]]	Yamato and his friends were unsure of where he ended up to after he tried to stop him again.	Yamato और अपने दोस्तों जहां वह समाप्त हो गया उसके बाद वह उसे फिर से रोकने की कोशिश के अनिश्चित थे।	0.9010944	True	True
429	[[0.9342724]]	The Ministry had sanctioned Rs 35.19 Lakh in September 2009.	मंत्रालय ने सितंबर 2009 में 35.19 लाख रूपये की मंजूरी दी थी।	0.9342724	True	True
430	[[0.92655724]]	This price is for the 4GB RAM and 64GB storage variant.	यह कीमत 4GB रैम और 64GB स्टोरेज वाले वेरियंट की है।	0.92655724	True	True
479	[[0.91807544]]	Hyderabad University student commits suicide	हैदराबाद यूनिवर्सिटी के छात्र ने फांसी लगाकर सुसाइड किया	0.91807544	False	True
511	[[0.9012917]]	Arjun Kapoor is the son of the famous producer, Boney Kapoor.	अर्जुन फिल्म इंडस्ट्री के फेमस प्रोड्यूसर बोनी कपूर के बेटे हैं।	0.9012917	True	True
521	[[0.90201813]]	The airline will deploy 70-seater ATR 72 aircraft on the route.	इस मार्ग पर 70 सीटों वाले एटीआर 72 विमान का परिचालन किया जायेगा।	0.90201813	True	True
523	[[0.9016859]]	Ms. M Sathiyavathy is New Secretary of Labour and Employment	सुश्री एम. साथियावती बनीं नई श्रम और रोजगार सचिव	0.9016859	True	True
528	[[0.9108924]]	In fact, for BSF the war on eastern front had started well before the war actually broke out in Dec '71.	वास्तव में, बीएसएफ के लिए दिसम्बर '71 में युद्ध वास्तव में टूटने से पहले पूर्वी मोर्चे पर युद्ध शुरू हो गया था।	0.9108924	True	True
529	[[0.9026755]]	However, the court said that there was no danger involved to the life of the mother and child if the pregnancy was continued.	हालांकि अदालत ने कहा कि अगर गर्भावस्था जारी रहती है, तो इससे मां और शिशु की जान को कोई खतरा नहीं है।	0.9026755	True	True
552	[[0.9044589]]	When specifically asked that since he is In-Charge of North Eastern region which usually depends on tourism, what would be the effect of COVID pandemic, Dr Jitendra Singh replied that North East will rather gain in tourism and may start attracting tourists from Europe and other western countries as well because while most of the tourist resorts in those countries have been heavily afflicted by Corona, it is the North Eastern region of India which remains relatively Corona-free and some of the most popular tourist destinations like Sikkim did not have even a single Corona positive case throughout	पूर्वोत्तर क्षेत्र, जो आमतौर पर पर्यटन पर ही निर्भर है, का प्रभारी होने के नाते जब उनसे खास तौर पर कोविड महामारी के प्रभाव के बारे में पूछा गया तो डॉक्टर जितेंद्र सिंह ने कहा कि पूर्वोत्तर क्षेत्र को निश्चय ही पर्यटन में फायदा होगा और यह यूरोप सहित अन्य पश्चिम देशों के सैलानियों को आकर्षित करना शुरू कर सकता है क्योंकि जब उन देशों के ज्यादातर पर्यटक स्थल कोरोना से बुरी तरह प्रभावित रहे तब भारत का पूर्वोत्तर क्षेत्र ही है जो नि:संदेह कोरोना से मुक्त रहा और सिक्किम जैसे कुछ लोकप्रिय पर्यटक स्थल में तो कोरोना का एक भी पॉजिटिव मामला सामने नहीं आया	0.9044589	True	True
563	[[0.90984356]]	Solar Parks and UMSPPs will be set up by 2019-20 with central governments financial support of Rs 8,100 crore.	केंद्र सरकार के 8,100 करोड़ रुपये के वित्तीय समर्थन के साथ सौर पार्क और यूएमएसपीपी का गठन 2019-20 तक किया जाएगा।	0.90984356	True	True
590	[[0.9204055]]	In the incident, motorcyclist was also injured.	इस घटना में मोटरसाइकिल राइडर को भी चोटें आई हैं।	0.9204055	False	True
599	[[0.9032561]]	Marc Guggenheim wrote the script, while Hugh Jackman, Liev Schreiber, and will.i.am voiced their characters from the film.	इसकी पटकथा मार्क गुग्गेनहिम ने लिखी, जबकि ह्यू जैकमैन,Liev स्क्रिबर, और will.i.am ने फिल्म कें चरित्रों को अपनी-अपनी आवाज प्रदान की।	0.9032561	True	True
640	[[0.9534107]]	Police has arrested seven persons in this connection.	पुलिस ने इस मामले में सात लोगों को गिरफ्तार किया है।	0.9534107	False	True
658	[[0.9031591]]	Police have started investigation and lodged an FIR.	पुलिस ने एफआईआर दर्ज कर कार्रवाई शुरू कर दी है।	0.9031591	False	True
668	[[0.91051626]]	Shloka is youngest of three children of Russell and Mona Mehta.	श्लोका, रसेल मेहता और मोना की तीन संतानों में सबसे छोटी हैं।	0.91051626	True	True
677	[[0.9007649]]	Amitabh Bachchan, Ranbir Kapoor, and Alia Bhatt will also be playing the lead roles in the film.	इसमें आलिया भट्ट और रणबीर कपूर के साथ ही अमिताभ बच्चन भी अहम किरदार निभाते दिखेंगे।	0.9007649	True	True
708	[[0.9349087]]	Two other accused in the case, Sandeep V Dange and Ramchandra Kalsangra are still absconding, while another accused Sunil Joshi had died.	मामले के दो अन्य आरोपी संदीप वी डांगे और रामचंद्र कलसांगरा फरार हैं और एक अन्य आरोपी सुनील जोशी की मौत हो चुकी है।	0.9349087	True	True
709	[[0.90637714]]	Revenue and Rehabilitation Minister Rampal Singh and MlA Ranjeet Singh Gunwan also spoke on the occasion.	अंत्योदय मेला को राजस्व एवं पुनर्वास मंत्री रामपाल सिंह एवं विधायक रंजीत सिंह गुणवान ने भी संबोधित किया।	0.90637714	True	True
728	[[0.9105363]]	Targeting the Modi government, Chowdhury said the country is reeling under drought, but the government is not worried.	मोदी सरकार पर निशाना साधते हुए चौधरी ने कहा कि देश सूखे की चपेट में है, लेकिन सरकार चिंतित नहीं है।	0.9105363	True	True
741	[[0.9340638]]	Ministry of Railways Indian Railways distributes more than 85 lakh free meals and about 1.25 crore free water bottles to nearly 50 lakh migrants travelling in Shramik Special Trains As on 28th May 2020, 3736 Shramik Special trains have been operationalized from various states across the country Yesterday 172 Shramik Specials were originated Indian Railways has distributed more than 85 lakh free meals and about 1.25 crore free water bottles to migrants travelling in Shramik Special Trains since 1st May 2020.	रेल मंत्रालय भारतीय रेलवे ने श्रमिक स्पेशल ट्रेनों में यात्रा करने वाले लगभग 50 लाख प्रवासियों को 85 लाख से भी अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित कीं 28 मई 2020 तक देश भर के विभिन्न राज्यों से 3736 श्रमिक स्पेशल ट्रेनें चलाई गई हैं कल 172 श्रमिक स्पेशल ट्रेनें रवाना की गईं भारतीय रेलवे ने 1 मई, 2020 से ही श्रमिक स्पेशल ट्रेनों में यात्रा करने वाले लगभग 50 लाख प्रवासियों को 85 लाख से भी अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की हैं।	0.9340638	True	True
743	[[0.9099014]]	Karnataka assembly elections to be held in one phase	एक ही चरण में होगा कर्नाटक के विधानसभा चुनाव	0.9099014	True	True
744	[[0.937477]]	Truck driver dies in road mishap	सड़क पार कर रहे ट्रक चालक की हादसे में मौत	0.937477	False	True
756	[[0.9181298]]	Traditional family system was the pride of India	पारम्‍परिक पारिवारिक प्रणाली भारत का गौरव हुआ करती थी	0.9181298	False	True
787	[[0.90542525]]	He said different organisations and individuals have complained that Hindu gods and goddesses have been ridiculed in 'Tandav' web series.	उन्होंने कहा कि विभिन्न संगठनों और व्यक्तियों ने शिकायत की है कि तांडव वेब सीरीज में हिंदू देवी-देवताओं का उपहास किया गया है.	0.90542525	True	True
807	[[0.91402304]]	Rs 50,000-crore special finance facility to be provided to financial institutions such as Nabard, Sidbi, NHB.	नाबार्ड, सिडबी, एनएचबी जैसे वित्तीय संस्थानों को 50,000 करोड़ रुपए की विशेष वित्तीय सहायता उपलबध कराई जाएगी।	0.91402304	True	True
832	[[0.9486035]]	He was born on 23 July 1933 in Chennai, Tamil Nadu to Neelkanta Padmanabha and was commissioned into the Indian Air Force on 1 April 1953.	उनका जन्म 23 जुलाई 1933 को चेन्नई, तमिलनाडु में नीलकंठा पद्मनाभ में हुआ और 1 अप्रैल 1953 को भारतीय वायु सेना में नियुक्त किया गया।	0.9486035	True	True
836	[[0.926762]]	And I think that 's true.	और मैं यह सोचता हूँ कि यह सच है।	0.926762	False	True
841	[[0.9237489]]	See the image below for an example.	उदाहरण के तौर पर नीचे दी गई तस्वीर में देखिए।	0.9237489	False	True
854	[[0.9209574]]	The third on the list is former Australia World Cup winning captain Ricky Ponting, who had taken 468 innings to reach this milestone.	इस लिस्ट में तीसरे नंबर पर ऑस्ट्रेलिया के पूर्व विश्व कप विजेता कप्तान रिकी पोंटिंग हैं, जिन्होंने यह उपलब्धि हासिल करने के लिए 468 पारियां खेली थीं।	0.9209574	True	True
868	[[0.9043392]]	The Cabinet, in its meeting held on 24.06.2015 had authorized MMTC Limited to engage in Long Term Agreements(LTAs) with Japanese Steel Mills (JSMs) and POSCO, South Korea, for supply of iron ore for a period of three years (i.e. 2015 to 2018).	कैबिनेट ने 24 जून, 2015 को हुई अपनी बैठक में एमएमटीसी लिमिटेड को तीन वर्षों की अवधि तक (वर्ष 2015 से लेकर वर्ष 2018 तक) लौह अयस्क की आपूर्ति करने के लिए जापान की इस्पात मिलों (जेएसएम) और दक्षिण कोरिया की पोस्को के साथ दीर्घकालिक समझौते (एलटीए) करने के लिए अधिकृत किया था।	0.9043392	True	True
912	[[0.9110156]]	It necessitated construction of some of the largest bridges across rivers like Brahmani, Kathajodi, Kuakhai, Mahanadi (Longest river of odisha) and Birupa.	इसमें ब्राह्मणी, कथाजोड़ी, कुआखाई, महानदी (ओडिशा की सबसे लंबी नदी) और बिरूपा जैसी नदियों के कुछ सबसे बड़े पुलों के निर्माण की आवश्यकता थी।	0.9110156	True	True
961	[[0.91729844]]	India imports 40 percent of its pulses and 25 percent of its potash requirements from Canada.	भारत 40 प्रतिशत दलहन और 25 प्रतिशत पोटाश की आवश्‍यकता कनाडा से आयात करके पूरी करता है।	0.91729844	True	True
990	[[0.9178196]]	He works at a private company.	वह वहीं एक निजी कंपनी में नौकरी करती है।	0.9178196	False	True
995	[[0.90513587]]	Chief Minister Devendra Fadnavis, Bharat Ratna Lata Mangeshkar, veteran actor Amitabh Bachchan and other personalities have also mourned the demise of Khayyam.	महाराष्ट्र के मुख्यमंत्री देवेंद्र फड़णवीस, भारतरत्न लता मंगेशकर, मेगास्टार अमिताभ बच्चन और अन्य हस्तियों ने भी उनके निधन पर शोक व्यक्त किया।	0.90513587	True	True
999	[[0.9071411]]	BJP opposes hike in power tariff	बिजली दरों में वृद्धि के विरोध में उतरी भाजपा	0.9071411	False	True
1025	[[0.90420794]]	Participating in the dialogue Petroleum Minister Dharmendra Pradhan said that India is preparing for a low-carbon energy future with an aim to set up 450 GW of renewable energy capacity by 2030.	बातचीत के दौरान पेट्रोलियम मंत्री धर्मेन्द्र प्रधान ने कहा कि भारत 2030 तक 450 गीगावॉट क्षमता की वैकल्पिक ऊर्जा पैदा करने के लक्ष्य के साथ कम कार्बन वाली ऊर्जा का देश बनने की दिशा में अग्रसर है।	0.90420794	True	True
1034	[[0.91100603]]	The centre will start functioning from this month itself.	यह केंद्र इस माह से कार्य करना आरंभ कर देगा।	0.91100603	True	True
1045	[[0.92793596]]	Ahmed Ben Bella (Arabic: Amad bin Billah. 25 December 1916 11 April 2012) was an Algerian politician, socialist soldier and revolutionary who was the first President of Algeria from 1963 to 1965.	अहमद बेन बेला (अरबी: أحمد بن بلّة‎ Aḥmad ब्बेन् Billah. 25 दिसंबर 1916 – 11 अप्रैल 2012) एक अल्जीरियाई समाजवादी सैनिक और क्रांतिकारी था, जो अल्जीरिया के पहले राष्ट्रपति बने और 1963 से 1965. रहे।	0.92793596	True	True
1051	[[0.91366565]]	A case of accidental death has been registered by the police and further investigation in the matter is underway.	पुलिस ने दुर्घटनावश मौत का एक मामला दर्ज किया है और मामले में जांच जारी है।	0.91366565	True	True
1066	[[0.9047107]]	The match will take place at Trent Bridge in Nottingham.	यह मैच नॉटिंघम के ट्रेंट ब्रिज मैदान पर खेला जाएगा।	0.9047107	True	True
1068	[[0.90122914]]	still to decide on reconvening of Parliament for GST Bill Productivity of Rajya Sabha falls to 9% and of Lok Sabha to 60%	जीएसटी विधेयक के लिए संसद की फिर से कार्यवाही पर फैसला करना अभी बाकी राज्‍य सभा की उत्‍पादकता गिरकर 9 प्रतिशत और लोकसभा की 60 प्रतिशत पर आई	0.90122914	True	True
1076	[[0.9344399]]	Best Debut Director: Konkona Sen Sharma (A death in the Gunj)	बेस्ट डेब्यू डायरेक्टर : कोंकणा सेन शर्मा (अ डेथ इन द गुंज)	0.9344399	True	True
1084	[[0.9073416]]	In the case of an intrinsic, you already done this before, log of n versus 1 over T is just a straight line with 1 slope, so this is intrinsic.	में एक आंतरिक (intrinsic) के मामले में, आप पहले से ही यह कर चुके हैं, n बनाम 1 बनाम T के लॉग 1 (log of n versus 1 over T) केवल ढलान वाली सीधी रेखा (straight line with 1 slope) है, इसलिए यह आंतरिक (intrinsic) है।	0.9073416	True	True
1089	[[0.9099746]]	However, there is no firm evidence to suggest this.	हालांकि, इसका सुझाव देने के लिए कोई पुख्ता सबूत नहीं है।	0.9099746	True	True
1141	[[0.9126065]]	Golia is a village located in the Ganjam District of the Indian state of Odisha.	गोलिआ (Golia) भारत के ओड़िशा राज्य के गंजाम ज़िले में स्थित एक गाँव है।	0.9126065	True	True
1213	[[0.9192408]]	Under the scheme, 18 SMI projects have been reported to be completed by the State Government of Maharashtra so far out of which 9 projects have been reported to be completed since January2020	इस योजना के तहत, महाराष्ट्र सरकार द्वारा अब तक 18 एसएमआई परियोजनाओं के पूरा होने की सूचना दी गई है, जिनमें से 9 परियोजनाएं जनवरी 2020 के बाद पूरी होने की सूचना है	0.9192408	True	True
1218	[[0.9141024]]	Doctors said their condition is stable.	डॉक्टरों का कहना है कि उनकी हालत स्थिर बनी हुई है।	0.9141024	False	True
1265	[[0.9025154]]	Following which, police arrested both the accused.	इसके बाद पुलिस ने पीछा करते हुए दोनों आरोपियों को धर-दबोचा.	0.9025154	False	True
1272	[[0.92538273]]	Nepal won the match by 10 wickets, reaching 17 for no loss in 0.5 overs.	नेपाल ने 0.5 ओवर में बिना किसी नुकसान के 17 रन बनाकर मैच 10 विकेट से जीत लिया।	0.92538273	True	True
1275	[[0.9025541]]	The GoM consists of external affairs minister Sushma Swaraj, road transport minister Nitin Gadkari, law minister Ravi Shankar Prasad and social justice and empowerment minister Thawar Chand Gehlot.	जीओएम के सदस्य विदेश मंत्री सुषमा स्वराज, सड़क परिवहन एवं राजमार्ग मंत्री नितिन गडकरी, कानून मंत्री रविशंकर प्रसाद, सामाजिक न्याय मंत्री थावर चंद गहलोत होंगे। जीओएम अपनी अनुशंसा को प्रधानमंत्री को सौंपेगा।	0.9025541	True	True
1293	[[0.9086858]]	The phone comes in 8GB RAM + 128GB storage and 12GB RAM + 256GB storage variants, priced at Rs 29,999 and Rs 33,999, respectively.	फोन के 8GB रैम व 128GB स्टोरेज वेरिएंट की कीमत 29,999 रुपये और 12GB रैम व 256GB स्टोरेज वेरिएंट की कीमत 33,999 रुपये रखी गयी है।	0.9086858	True	True
1312	[[0.928221]]	Its screen resolution is 1,080x2,400 pixels.	इसके डिस्प्ले का रिजोल्यूशन 1,080 x 2,400 पिक्सल दिया गया है.	0.928221	False	True
1363	[[0.923978]]	Sets out a concrete programme for cooperation, envisaging projects including joint exploration and production of hydrocarbons, long term LNG supplies and joint study of a hydrocarbon pipeline system connecting Russia with India.	सहयोग के लिए एक ठोस कार्यक्रम की रूपरेखा तैयार करता है, हाइड्रोकार्बन के संयुक्‍त उत्‍खनन एवं उत्‍पादन समेत परियोजनाओं, एलएनजी की दीर्घकालिक आपूर्ति और रूस को भारत के साथ जोड़ती एक हाइड्रोकार्बन पाइपलाइन प्रणाली के संयुक्‍त अध्‍ययन की परिकल्‍पना करता है,	0.923978	True	True
1371	[[0.9220248]]	Union Government led by the Prime Minister Shri Narendra Modi is committed to provide all assistance to the State Government to achieve this goal.	प्रधानमंत्री श्री नरेन्द्र मोदी के नेतृत्व में केंद्र सरकार इस लक्ष्य की प्राप्ति के लिए राज्य सरकार को सभी तरह की सहायता प्रदान करने के लिए प्रतिबद्ध है।	0.9220248	True	True
1394	[[0.90857446]]	( b) Why should we be determined not to let the burdens of life push our hope aside?	( ब) क्यों हमने हमारी आशा को ज़िंदगी के बोझ द्वारा न हटा देने का दृढ़निश्‍चय करना चाहिए?	0.90857446	True	True
1415	[[0.9289094]]	Additional Director General of Police KN Tiwari, senior police officials, retired police officials, relatives of martyrs and senior citizens were present on the occasion.	इस अवसर पर अतिरिक्त पुलिस महानिदेशक के. एन. तिवारी सहित पुलिस के वरिष्ठ अधिकारी, सेवा निवृत्त पुलिस अधिकारी, शहीदों के परिजन और वरिष्ठ नागरिक भी मौजूद थे।	0.9289094	True	True
1475	[[0.92010564]]	Powered by Porsche, Honda, and Mercedes-Benz, McLaren won sixteen championships (seven constructors' and nine drivers') in that period, while Williams used engines from Ford, Honda, and Renault to also win sixteen titles (nine constructors' and seven drivers').	पॉर्श (Porsche), होंडा (Honda) और मर्सिडीज़-बेन्ज़ (Mercedes-Benz) के संचालन में मैकलारेन ने उस अवधि में सोलह चैम्पियनशिप्स (सात निर्माताओं के, नौ ड्राइवरों के) में जीत दर्ज की जबकि विलियम्स ने भी सोलह खिताबों (नौ निर्माताओं, सात ड्राइवरों के) को जीतने के लिए फोर्ड (Ford), होंडा (Honda) और रेनॉल्ट (Renault) के इंजनों का इस्तेमाल किया।	0.92010564	True	True
1489	[[0.90821624]]	The Comptroller and Auditor General (CAG) has called into question an investment of Rs 19,576 crore by state PSU Gujarat State Petroleum Corporation (GSPC) in its Krishna Godavari (KG) block project.	भारत के नियंत्रक एवं महालेखापरीक्षक (कैग) ने राज्य सरकार के उपक्रम गुजरात राज्य पेट्रोलियम कॉर्पोरेशन (जीएसपीसी) के कृष्णा गोदावरी बेसिन स्थित ब्लॉक में 19,576 करोड़ रुपए के निवेश को लेकर सवाल उठाया है।	0.90821624	True	True
1493	[[0.90284526]]	This panchayat of sub - caste elders had the right to supervise the social interactions especially in taking of food and drink from members of other castes and avoiding sexual contact with members of the so called lower castes.	उप जातियों के वयोवृद्धों की इस पंचायत को सामाजिक अंतर्संबंधों, विशेषकर अन्य जातियों के सदस्यों के हाथ से खाना और पानी लेने एवं तथाकथित नीची जातियों के सदस्यों से यौन संबंध न रखने की दृष्टि से नियंत्रण रखने का अधिकार था।	0.90284526	True	True
1509	[[0.92967534]]	He is contesting against Congress candidate Krishan Hooda.	वो कांग्रेस उम्मीदवार कृष्ण हुड्डा के खिलाफ चुनाव लड़ रहे हैं.	0.92967534	False	True
