idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words
1024	[[0.9161793]]	India and Uzbekistan sign Security Cooperation Agreement	भारत आणि उजबेकिस्तान यांच्यामध्ये सुरक्षा सहकार्य सामंजस्य करारावर स्वाक्षरी	0.9161793	False	True
1057	[[0.92162085]]	The court awarded the accused two life sentences under relevant sections of the Indian Penal Code for attempting to rape and injury with intent to rob.	बलात्काराचा प्रयत्न केल्याबद्दल आणि चोरीच्या उद्धेशाने दुखापत केल्याबद्दल कोर्टाने आरोपींना भारतीय दंड संहितेच्या संबंधित कलमांतर्गत दोन जन्मठेपेची शिक्षा सुनावल्या.	0.92162085	True	True
1066	[[0.9183357]]	The makers have decided to make the film in Telugu, Hindi and English besides dubbing in Tamil.	हा चित्रपट हिंदीसह हिंदीसह तेलुगू आणि तमिळ भाषेतही रिलीज करण्याचा निर्णय निर्मात्यांनी घेतला आहे.	0.9183357	True	True
1091	[[0.904533]]	The film starred Shraddha Kapoor, Neil Nitin Mukesh, Jackie Shroff, Mandira Bedi, Mahesh Manjrekar, Chunky Pandey, and Arun Vijay in pivotal roles.	या चित्रपटात प्रभास, श्रद्धा कपूर, नील नितीन मुकेश, अरुण विजय, जॅकी श्रॉफ, मंदिरा बेदी, चंकी पांडे, महेश मांजरेकर आणि मुरली शर्मा यांनी भूमिका केल्या आहेत.	0.904533	True	True
1139	[[0.9093217]]	The Reserve Bank of India (RBI) will launch new rs 10 notes very soon.	भारतीय रिझर्व्ह बँक (आरबीआय) लवकरच दहा रुपयांच्या नवीन नोटा चलनात आणणार आहे. भारतीय रिझर्व्ह बँक महात्मा गांधींच्या सीरिजमधल्या 10 रुपयांच्या नव्या…	0.9093217	True	True
1151	[[0.9297354]]	Anil Kapoor and Kunal Kemmu are also in the movie.	याशिवाय अनिल कपूर आणि कुणाल खेमू यांच्याही चित्रपटात भूमिका आहेत.	0.9297354	True	True
1193	[[0.9138905]]	The Bench also includes Justice SA Bobde, Justice DY Chandrachud, Justice Ashok Bhushan and Justice Abdul Nazeer.	बोबडे, न्यायमूर्ती डीवाय चंद्रचूड, न्यायमूर्ती अशोक भूषण आणि न्यायमूर्ती एस. ए. नजीर यांचाही समावेश आहे.	0.9138905	True	True
1214	[[0.9260756]]	Our chief Nitish Kumar is carrying forward the tradition of J.P. Narayan, Ram Manohar Lohia and George Fernandes.	आम्ही आमचे प्रमुख नितीश कुमार, जेपी नारायण, राम मनोहर लोहिया आणि जॉर्ज फर्नांडिस यांची परंपरा पुढे आणत आहे.	0.9260756	True	True
1247	[[0.92522174]]	The film is based on the life of a mathematics genius Anand Kumar.	हा सिनेमा गणितज्ञ आनंद कुमार यांच्या जीवनावर आधारीत आहे.	0.92522174	True	True
1290	[[0.9070339]]	It increased the price of diesel by Rs 2.30 per litre.	तर डिझेलच्या किमतीतही 2.30 रुपये प्रतिलिटरची वाढ करण्यात आली आहे.	0.9070339	True	True
1294	[[0.9016307]]	Ministry of Earth Science Cyclone Nisarga to cross near Alibag Wednesday afternoon NDRF begins awareness drive in coastal districts of Maharashtra Mumbai June 2, 2020 14.00 hrs Indian Meteorological Department has said that the Deep Depression over Arabian Sea is very likely to intensify into a cyclonic storm this afternoon and further into a severe cyclonic storm later tonight.	भूविज्ञान मंत्रालय निसर्ग चक्रीवादळ बुधवार दुपारी अलिबाग जवळून जाणार महाराष्ट्राच्या किनारी जिल्ह्यात एनडीआरएफची जागरूकता मोहीम मुंबई, 2 जून 2020 अरबी समुद्रात निर्माण झालेल्या कमी दाबाच्या पट्ट्याचे आज दुपारपर्यंत चक्रीवादळात आणि नंतर रात्री तीव्र चक्रीवादळात रुपांतर होण्याची दाट शक्यता भारतीय हवामान खात्याने वर्तवली आहे.	0.9016307	True	True
1414	[[0.90023935]]	While I was there, Brother Nathan Knorr and other responsible brothers interviewed me regarding the possibility of opening a branch office in Alaska.	तिथे असताना, बंधू नेथन नॉर आणि इतर जबाबदार पदी असलेल्या बांधवांनी, अलास्कात शाखा दफ्तर उघडण्याच्या शक्यतेबाबत माझी मुलाखत घेतली.	0.90023935	True	True
1420	[[0.93553084]]	This propelled petrol price in Delhi to Rs 82.03 per litre and diesel to Rs 73.82.	या दरवाढीमुळे दिल्लीत पेट्रोल दर 82.03 रुपये प्रति लिटर आहे तर डिझेलची किंमत प्रति लिटर 73.82 रुपये आहे.	0.93553084	True	True
1497	[[0.92555314]]	She was also a member of Durga Vahini, women's wing of Hindu organisation Bajrang Dal.	त्या हिंदू बजरंग दलाच्या महिला संघटनेच्या दुर्गा वाहिनीचीही सदस्य होत्या.	0.92555314	True	True
1499	[[0.90897787]]	iPhone 11 will be available in six colours purple, white, green, yellow, black, and red.	आयफोन ११ ब्लॅक, व्हाईट, लव्हेंडर, रेड, ग्रीन व यलो कलरमध्ये मिळणार आहे.	0.90897787	True	True
1500	[[0.90652597]]	And this is life eternal, that they might know thee the only true God, and Jesus Christ, whom thou hast sent.	आणि अनंतकाळचे जीवन हेच की, तू जो एकच खरा देव त्या तुला व ज्याला तू पाठविलेस त्या येशू ख्रिस्ताला त्यांनी ओळखावे.	0.90652597	True	True
1503	[[0.9424279]]	Congress leader Navjot Singh Sidhu has resigned from Punjab cabinet.	काँग्रेस नेते नवज्योत सिंग सिद्धू यांनी आपल्या पंजाबच्या मंत्रिमंडळातून मंत्रिपदाचा राजीनामा दिला आहे.	0.9424279	True	True
1508	[[0.91719604]]	He posted the video on his Twitter account.	आपल्या ट्विटर अकाउंटवरून त्याने हा व्हिडीओ पोस्ट केला आहे.	0.91719604	False	True
1547	[[0.9198151]]	The National Highway 1 between Srinagar and Leh in the western section of the Himalayan mountain range traverses the pass.	हिमालयीन पर्वतरांगाच्या पश्चिम भागात श्रीनगर आणि लेह दरम्यानचा राष्ट्रीय महामार्ग १ या खिंडीत आहे.	0.9198151	True	True
1556	[[0.9027786]]	"""My son, who is 19 now, even now when you say """"hello"""" to him, he just turns around and says, """"But bro, I didn't even have a European driving license."""""""	"""माझा मुलगा जो आता १९ वर्षांचा आहे, आतादेखील जेव्हा तुम्ही त्याला """"हॅलो"""" म्हणता, तो म्हणतो, """"भाऊ, माझ्याकडे साधं युरोपीयन ड्रायव्हिंग लायसंस पण नाही."""""""	0.9027786	True	True
1581	[[0.9100441]]	Your technology and our talent can change the world.	आपले तंत्रज्ञान आणि आमची कौशल्य हे जग बदलू शकते.	0.9100441	True	True
1662	[[0.9089953]]	Ishant Sharma and Ravindra Jadeja scalped two wickets each in the innings.	तर इशांत शर्मा आणि रवींद्र जाडेजानं प्रत्येकी दोन विकेट्स काढल्या.	0.9089953	True	True
1774	[[0.92639476]]	Inspector General of Police Munir Khan gave this information.	अशी माहिती पोलिस महानिरिक्षक मुनीर खान यांनी दिली आहे.	0.92639476	True	True
1808	[[0.9063271]]	The case was registered at Kalyan police station.	या प्रकरणी कल्याण पोलीस स्टेशनमध्ये गुन्हा दाखल करण्यात आलाय.	0.9063271	False	True
1809	[[0.91325283]]	Three convicts, Sanji Ram, Parvesh Kumar & Deepak Khajuria have been sentenced to life imprisonment.	सांजी राम, परवेश कुमार आणि दीपक खजुरिया या तिघांना जन्मठेपेची शिक्षा सुनावण्यात आली आहे.	0.91325283	True	True
2058	[[0.91284466]]	So, you have to get that cold water and that cold water is about a kilometer plus deep you have to go further down and then it you get that temperature.	म्हणून, आपल्याला ते थंड पाणी मिळवावे लागेल आणि ते थंड पाणी सुमारे एक किलोमीटरहून अधिक खोल असेल तर आपल्याला खाली जायचे आहे आणि नंतर ते तापमान आपल्याला मिळते.	0.91284466	True	True
2065	[[0.90672123]]	A large contingent of police was deployed in the area.	यावेळी परिसरात मोठा पोलीस बंदोबस्त तैनात करण्यात आला होता.	0.90672123	True	True
2205	[[0.9336434]]	Helmut Kohl visited India in 1986 and 1993.	हेल्मेट कोल यांनी 1986 आणि 1993 मध्ये भारताला भेट दिली होती.	0.9336434	False	True
2232	[[0.908926]]	"""""""Rahul Gandhi had said that Nehru was in Jail for some period for the country."""	“देशासाठी काही काळ नेहरूंनी तुरूंगवास भोगल्याचे राहुल गांधी म्हणाले होते.	0.908926	True	True
2238	[[0.9161509]]	Wishing you and your family a Happy Makar Sankranti!	तुम्हाला आणि तुमच्या परिवाराला मकर संक्रांति सणाच्या खूप खूप शुभेच्छा!	0.9161509	True	True
2296	[[0.9194016]]	Efforts are being made by the fire brigade to control the fire.	अग्निशमन दलाकडून आगीवर नियंत्रण मिळविण्याचे शर्थीचे प्रयत्न सुरु आहेत.	0.9194016	True	True
2427	[[0.9052136]]	Jashodaben lives with her brother Ashok Modi at Unjha town of Mehsana district.	जशोदाबेन या मेहसाना जिल्ह्ल्यातील उंजा परिसरात आपले भाऊ अशोक यांच्यासोबत राहतात.	0.9052136	True	True
2464	[[0.91608095]]	The film is produced by Shah Rukh Khan's production house Red Chillies Entertainment.	या चित्रपटाची निर्मिती शाहरुख खानच्या मालकीची रेड चिलीज एन्टरटेन्मेंट ही कंपनी करत आहे.	0.91608095	True	True
2483	[[0.9618913]]	Prime Minister Narendra Modi has shown his 56-inch chest.	पंतप्रधान नरेंद्र मोदींनी 56 इंचाची छाती दाखवून दिली आहे.	0.9618913	True	True
2535	[[0.9141386]]	An amount of 4 lakh, 60 thousand crore rupees has been given to people without any bank guarantee.And most importantly, seventy per cent of the beneficiaries are women.	कोणत्याही बँक हमीशिवाय लोकांना 4 लाख 60 हजार कोटी रूपये प्रदान करण्यात आले आहेत. सर्वात महत्वाचे म्हणजे यात 70 टक्के लाभार्थी या महिला आहेत.	0.9141386	True	True
2617	[[0.94663215]]	Ranbir Kapoor along with Alia Bhatt and Amitabh Bachchan will be seen in 'Brahmastra'.	'ब्रम्हास्त्र' सिनेमात आलिया रणबीर कपूर आणि अमिताभ बच्चन यांच्यासोबत दिसणार आहे.	0.94663215	True	True
2672	[[0.9110546]]	Vinita Bali is an Indian businesswoman who was formerly the Managing Director of Britannia Industries Limited.	विनीता बाली ह्या ब्रिटानिया इंडस्ट्रीज लिमिटेडच्या व्यवस्थापकीय संचालक म्हणून काम करणारी एक भारतीय उद्योजिका आहे.	0.9110546	True	True
2704	[[0.9225055]]	Former Prime Minister HD Devegowda, former foreign minister Sushma Swaraj, Congress floor leader Mallikarjun Kharge and BJP patriarchs LK Advani and Murali Manohar Joshi are among the leaders who will be missing from the front row.	यामध्ये माजी पंतप्रधान एचडी देवेगौडा, माजी परराष्ट्र मंत्री सुषमा स्वराज, काँग्रेस नेते मल्लिकार्जुन खर्गे आणि भाजपचे ज्येष्ठ नेते लालकृष्ण अडवाणी, मुरली मनोहर जोशी या नेत्यांचा समावेश आहे.	0.9225055	True	True
2764	[[0.9426197]]	They affect those between the ages of 15 and 35 the most and become less common after the age of 55.	ते 15 आणि 35 वयोगटातील लोकांवर सर्वात जास्त परिणाम करतात आणि 55 वर्षांनंतर ते कमी सामान्य होतात.	0.9426197	True	True
2831	[[0.91678524]]	All injured persons have been admitted to the local government hospital.	या सर्व जखमींना स्थानिक सरकारी रुग्णालयात दाखल करण्यात आले आहे.	0.91678524	True	True
2867	[[0.92436326]]	Australia: Michael Clarke (captain), David Warner, Chris Rogers, Shane Watson, Steve Smith, Mitchell Marsh, Brad Haddin (wicket-keeper), Mitchell Johnson, Ryan Harris, Peter Siddle, Nathan lyon.	ऑस्ट्रेलिया – मायकेल क्लार्क (कर्णधार), डेव्हिड वॉर्नर, ख्रिस रॉजर्स, शेन वॉटसन, स्टीव्हन स्मिथ, ब्रॅड हॅडिन (यष्टिरक्षक), मिचेल जॉन्सन, पीटर सिडल, रायन हॅरिस, जोश हॅझ्लेवुड, शॉन मार्श, मिचेल मार्श, नॅथन लियॉन.	0.92436326	True	True
2870	[[0.9524261]]	2 people have died and 6 people have been injured in the incident ,so far.	या दुर्घटनेत आतापर्यंत 2 जणांचा मृत्यू झाला असून 6 जण जखमी आहेत.	0.9524261	True	True
2876	[[0.9080177]]	Mahesh Manjrekars daughter Saiee Manjrekar will be debuting in Bollywood with Dabangg 3.	'दबंग ३' चित्रपटातून महेश मांजरेकर यांची मुलगी सई मांजरेकर बॉलिवूडमध्ये पदार्पण करत आहे.	0.9080177	True	True
2882	[[0.929197]]	Prime Minister Narendra Modi is no exception.	भारताचे पंतप्रधान नरेंद्र मोदी हे देखील याला अपवाद ठरले नाहीत.	0.929197	False	True
2948	[[0.9039141]]	The investments in the sector rose from Rs 51914 Crore in 2014-15 to Rs158839 cores in 2018-19.	या क्षेत्रातल्या गुंतवणुकीत 2014-15 मधल्या 51,914 कोटी वरून वाढ होऊन 2018-19 मध्ये 1,58,839 कोटी रुपयांची गुंतवणूक झाली आहे.	0.9039141	True	True
3055	[[0.9077499]]	Gazprom, the Russian company, and Gas Authority of India have collaborated in joint development of a block in the Bay of Bengal.	गॅझप्रॉम, रशियन कंपनी आणि गॅस अथॉरिटी ऑफ इंडिया यांनी बंगालच्या उपसागरात ब्लॉकच्या संयुक्त विकासात सहकार्य केले आहे.	0.9077499	True	True
3140	[[0.9209381]]	Minister of State for Finance Deepak Kesarkar, Upper Chief Secretary to Finance Department U P S Madan, Secretary of Finance Department Nitin Gadre and other officials were present at the meeting.	या बैठकीस वित्त राज्यमंत्री दीपक केसरकर, वित्त विभागाचे अप्पर मुख्य सचिव यु. पी. एस मदान, वित्त सचिव नितीन गद्रे यांच्यासह वरिष्ठ शासकीय अधिकारी उपस्थित होते.	0.9209381	True	True
3220	[[0.912276]]	I have never said anything against media, be it print media or social media.	मी कधीही मीडियाविरोधात काहीही बोललो नाही, मग ते प्रिंट मीडिया असोत किंवा सोशल मीडिया.	0.912276	True	True
3223	[[0.92769814]]	Currently, 189 patients are undergoing treatment in the district.	आता जिल्ह्यातील विविध रुग्णालयात 189 जणांवर उपचार सुरु आहेत.	0.92769814	True	True
3297	[[0.91857034]]	The Prime Minister Shri Narendra Modi has greeted the Border Security Force (BSF) personnel and their families on BSF Raising Day.	पंतप्रधान नरेंद्र मोदी यांनी सीमा सुरक्षा दलाच्या जवानांना आणि त्यांच्या कुटुंबियांना बी एस एफ स्थापना दिनाच्या शुभेच्छा दिल्यात.	0.91857034	True	True
3383	[[0.91787153]]	Naina is the daughter of Amitabh Bachchans younger brother Ajitabh and Ramola Bachchan.	नैना ही अमिताभ यांच्या सख्या भावाची म्हणजेच अजिताभ बच्चन आणि रमोना यांची मुलगी आहे.	0.91787153	True	True
3414	[[0.9057656]]	The film stars Ayushmann Khurrana, Yami Gautam and Bhumi Pednekar in the lead roles.	'बाला' चित्रपटामध्ये आयुष्यमान खुराणा, यामी गौतम आणि भूमी पेडणेकर मुख्य भूमिकेत आहे.	0.9057656	True	True
3528	[[0.91579497]]	With this thinking, our government is going to spend 100 lakh crore rupees on modern infrastructure in the next five years.	याच विचाराने आमचे सरकार येत्या पाच वर्षात देशभरात आधुनिक पायाभूत सुविधा उभारण्यासाठी 100 कोटी रुपये खर्च करणार आहे.	0.91579497	True	True
3537	[[0.91125476]]	A judicial enquiry has been ordered into the incident.	या घटनेची न्यायालयीन चौकशी करण्याचे आदेश देण्यात आले आहेत.	0.91125476	True	True
3541	[[0.9144299]]	window._content is deprecated. Please use window.content instead.	window._content चा वापर होत नाही. कृपया त्याऐवजी window.content याचा वापर करा.	0.9144299	False	True
3582	[[0.9039181]]	India has signed similar Conventions/MoUs/Agreements with the 37 countries	भारताने 37 देशांबरोबर अशाच प्रकारचे करार, सामंजस्य करार केले आहेत	0.9039181	True	True
3602	[[0.9388088]]	He is survived by mother, wife, a son and a daughter.	त्यांच्या पश्चात आई, पत्नी, एक मुलगा व एक मुलगी असा परिवार आहे.	0.9388088	True	True
3731	[[0.9004924]]	As mentioned earlier, the working class for Assams tea plantations were forced to migrate from other parts of India, while many peasants in the Brahmaputra and Barak valleys were Muslims from East Bengal.	वर म्हणल्यासारखं, आसाममधील चहाच्या मळ्यात काम करणाऱ्या कामगार वर्गाला भारताच्या इतर भागांमधून स्थलांतर करण्यास भाग पाडले गेले होते, तर ब्रह्मपुत्र आणि बराक खोऱ्यातील अनेक शेतकरी पूर्व बंगालमधील मुस्लिम होते.	0.9004924	True	True
3826	[[0.9014178]]	Salman is currently busy shooting for his next Dabangg 3.	सलमान सध्या त्याचा नवा येणारा सिनेमा दबंग 3 च्या शुटिंगमध्ये व्यस्त आहे.	0.9014178	True	True
3831	[[0.9025955]]	Blocked for your graphics driver version. Try updating your graphics driver to version %S or newer.	ग्राफिक्स् ड्राइव्हर आवृत्तीकरीता अडवले. ग्राफिक्स् ड्राइव्हरला आवृत्ती %S किंवा नवीनकरीता सुधारित करा.	0.9025955	True	True
3878	[[0.90909874]]	A WOMAN NAMED LESLIE, in Louisiana, U.S.A., received a telephone call last year from a representative of Tulane University.	अमेरिकेतील लुइझिअॅना येथील लेस्ली नावाच्या एका स्त्रीला गेल्या वर्षी टुलेन विद्यापीठातून एक फोन आला.	0.90909874	True	True
3902	[[0.9041387]]	Five killed in accident on Mumbai-Ahmedabad highway	मुंबई-अहमदाबाद हायवेवर भीषण अपघात, दोन महिलांसह पाच जणांचा जागेवरच मृत्यू	0.9041387	False	True
3921	[[0.9107234]]	Ministry of Finance Stand-Up India Scheme extended till 2025 Government proposes streamlining multiple labour laws into a set of four Labour CodesNew-age skills like AI, Big Data, VR, Robotics and Internet of Things to be promoted The Stand Up India Scheme has been extended upto the year 2025. This was stated by the Union Minister of Finance and Corporate Affairs, Smt Nirmala Sitharaman while presenting the Union Budget 2019-20 in the Parliament today.	अर्थ मंत्रालय स्टँड-अप इंडिया स्कीम 2025 पर्यंत वाढविण्यात आली चार कामगार कायद्यांसह अनेक कायदे सुलभ करण्याचा सरकारचा प्रस्ताव कृत्रिम बुद्धिमत्ता, बिग डेटा, व्हीआर, रोबोटिक्स आणि इंटरनेट ऑफ थिंग्स यासारख्या नवीन कौशल्यांचा प्रसार होणार नवी दिल्ली, 5 जुलै 2019 स्टँड अप इंडिया योजना सन 2025 पर्यंत वाढविण्यात आली आहे, असे केंद्रीय वित्त व कॉरपोरेट अफेयर्स मंत्री,श्रीमती निर्मला सीतारामन यांनी संसदेत 2019 -20चा केंद्रीय अर्थसंकल्प सादर करताना आज सांगितले.	0.9107234	True	True
3979	[[0.9359166]]	Sonia Gandhi has been elected as Chairperson of Congress Parliamentary Party.	सोनिया गांधी यांची कॉंग्रेसच्या संसदीय मंडळाच्या अध्यक्षपदी निवड करण्यात आली आहे.	0.9359166	True	True
4002	[[0.94247115]]	She has acted in Tamil, Telegu, Marathi and Kannada films.	तिने तेलुगू, कन्नड, मल्ल्याळम आणि तमिळ चित्रपटांमध्ये भूमिका केल्या आहेत.	0.94247115	True	True
4004	[[0.92030823]]	Sanjay Dutt is essaying the role of Ahmad Shah Abdali in the film.	या चित्रपटामध्ये संजय दत्त अहमद शाह अब्दालीच्या भूमिकेत झळकला आहे.	0.92030823	True	True
4019	[[0.9122005]]	These include Kalok, Ankleshwar, Gandhar and Santhalthe big four oilfields of ONGC in Gujarat.	यामध्ये गुजरातमधील कलोल, अंकलेश्वर, गांधार आणि संथल या ओएनजीसीच्या चार तेल खाणी आहेत.	0.9122005	True	True
4061	[[0.91627634]]	He is survived by mother, wife, a son, two daughters and extended family.	त्यांच्या पश्‍चात पत्नी, मुलगा, आई, वडील व दोन विवाहित बहिणी, असा परिवार आहे.	0.91627634	True	True
4199	[[0.9118768]]	Security has been stepped up all along the 4,096-km Indo-Bangla border in the wake of the incident.	या घटनेच्या पार्श्वभूमीवर 4,096 कि. मी. लांबीच्या भारत-बांगला सीमेवर सुरक्षा वाढविण्यात आली आहे.	0.9118768	True	True
4377	[[0.92396057]]	Pattammal was born in a Brahmin family in Kancheepuram of Tamil Nadu, India.	पट्टम्माल यांचा जन्म भारताच्या तामिळनाडूच्या कांचीपुरम येथील ब्राह्मण कुटुंबात झाला होता.	0.92396057	True	True
4452	[[0.9104761]]	Not only this, when the Indian Navy rescued more than four and a half thousand Indian citizens during Yemen crisis then it also rescued people from other 48 other countries safely and securely from that crisis.	इतकेच नाही तर येमेनमध्ये संकटाच्या काळात भारतीय नौदल आपल्या साडेचार हजारांपेक्षा जास्त नागरिकांना वाचवते, त्याचवेळी 48 इतर देशांच्या व्यक्तींना देखील संकटातून सुरक्षित बाहेर काढून घेऊन येते	0.9104761	True	True
4491	[[0.9091356]]	Nick Jonas reveals love story with Priyanka Chopra	Nick Jonas Opens Up About His Love Affair With Priyanka Chopra | प्रियांकाच्या भावी पतीचा खुलासा - सांगितले, कुठे आणि कशी झाली होती प्रियांकासोबतची पहिली भेट	0.9091356	False	True
4547	[[0.9112402]]	The film stars Arjun Kapoor , Sanjay Dutt and Kriti Sanon in pivotal roles.	संजय दत्त, अर्जुन कपूर आणि कृति सेनन या सिनेमातील लीड रोलमध्ये आहेत.	0.9112402	True	True
4631	[[0.93116283]]	One person was killed and three others were injured in the accident.	या दुर्घटनेत एकाचा मृत्यू झाला असून तीन जण जखमी झाले आहेत. धारावीच्या .	0.93116283	True	True
4654	[[0.9054506]]	Prime minister Narendra Modi pays tribute to Mahatma Gandhi on his 150th birth Anniversary at Rajghat	150 वी गांधी जयंती : राजघाटावर पोहोचून पंतप्रधान नरेंद्र मोदींनी महात्मा गांधींना केले अभिवादन	0.9054506	True	True
4692	[[0.9044622]]	He recalled that in July 2010, he had set up an Empowered Group for development of IT systems required for the GST regime under the chairmanship of Shri Nandan Nilekani.	त्यांनी आठवण सांगितले की जुलै २०१० मध्ये जीएसटी पध्दतीसाठी आवश्यक माहिती तंत्रज्ञान प्रणाली विकसित करण्यासाठी त्यांनी नंदन निलेकणी यांच्या अध्यक्षतेखाली सक्षम गटाची स्थापना केली होती.	0.9044622	True	True
5023	[[0.90377617]]	The meeting was attended by Minister for Water Resources Uma Bharati, Minister for Rural Development Chaudhary Birender Singh and Minister of State for Agriculture Sanjeev Balyan, besides top officials from the Ministries of Agriculture, Water Resources, Rural Development, Finance, NITI Aayog and PMO.	या बैठकीला केंद्रीय जलसंपदा मंत्री उमा भारती, ग्रामविकासमंत्री चौधरी वीरेंद्र सिंह, कृषिराज्यमंत्री संजीव बालयान यांच्यासह कृषी, जलसंपदा, ग्रामीण विकास आणि अर्थ मंत्रालयाचे अधिकारी उपस्थित होते.	0.90377617	True	True
5151	[[0.9141333]]	The film stars Sonam Kapoor and Salman Khan in the pivotal roles.	या चित्रपटात अभिनेता सलमान खान आणि अभिनेत्री सोनम कपूर प्रमुख भूमिकेत आहेत.	0.9141333	True	True
5247	[[0.9237795]]	Sara Ali Khan debuted in film 'Kedarnath' alongside Sushant Singh Rajput.	सारा अली खान 'केदारनाथ' चित्रपटात सुशांत सिंग राजपूत सोबत बॉलीवूडमध्ये पदार्पण .	0.9237795	True	True
5274	[[0.91795576]]	He was rushed to hospital but doctors declared him dead.	त्याला तातडीने रुग्णालयात दाखल करण्यात आले मात्र, डॉक्टरांनी त्याला मृत घोषीत केले.	0.91795576	True	True
5328	[[0.9296255]]	India is the fourth country, after the US, Russia, and China, to have achieved this feat.	अमेरिका, चीन आणि रशिया नंतर अशी कामगिरी करणारा भारत हा चौथा देश ठरला आहे.	0.9296255	True	True
