idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans	ollama_bleu_score	ollama_f1_score	ollama_meteor_score
727	[[0.9058394]]	It is powered by the Qualcomm Snapdragon 855+ processor and comes with 12GB of RAM and 256GB of storage.	ఇది 12GB RAM మరియు 256GB ఇంటర్నల్ స్టోరేజీ తో క్వాల్కమ్ స్నాప్ డ్రాగన్ 855 చిప్సెట్ హ్యాండ్సెట్ తో నడుస్తుంది.	0.9058394	True	True	దీనిని క్వాల్కామ్ స్నాప్‌డ్రాగన్ 855+ ప్రాసెసర్లు శక్తివంతం చేస్తున్నాయి, 12GB ర్యామ్ మరియు 256GB స్టోరేజ్ తో వస్తుంది.	0.0	tensor([0.8012])	0.22011834319526627
775	[[0.92951196]]	The bill was cleared in Rajya Sabha by 125 votes in favour and 61 votes against it.	రాజ్యసభలో బిల్లుకు అనూకూలంగా 125, వ్యతిరేకంగా 61 ఓట్లు రావడంతో బిల్లులకు సభామోదం లభించింది.	0.92951196	True	True	రాజ్యసభలో దానికి అనుకూలంగా 125 ఓట్లు, వ్యతిరేకంగా 61 ఓట్లు ఉన్నాయి.	0.22	tensor([0.8654])	0.4958545918367347
788	[[0.9070734]]	It is already installed at two checkposts in the State of Sikkim - Rangpo Checkposts, East Sikkim, and Melli checkposts, South Sikkim.	ఇది ఇప్పటికే సిక్కిం రాష్ట్రంలోని రెండు చెక్‌పోస్టులలో - రంగ్‌పో చెక్‌పోస్టులు, తూర్పు సిక్కిం, దక్షిణ సిక్కింలోని మెల్లి చెక్‌పోస్టులు ఏర్పాటు చేశారు The Vehicle Disinfectant Bay deployed at Rangpo Checkposts, East Sikkim	0.9070734	True	True	రాష్ట్రము సిక్కింలోని రెండు చెక్ పోస్టులలో ఇప్పటికే స్థాపించబడింది - తూర్పు సిక్కింలోని రంగ్పో చెక్ పోస్టులు, దక్షిణ సిక్కింలోని మెల్లి చెక్ పోస్టులు.	0.09	tensor([0.8098])	0.21767241379310345
832	[[0.9203818]]	A case has been registered against Prasad at Sitanagar police station under section 74/2019 and section 324 of Indian Penal Code (IPC).	దీంతో ప్రసాద్‌పై సీతానగరం పోలీస్‌స్టేషన్‌లో 74/2019, ఐపీసీ 324 సెక్షన్‌ కింద కేసు నమోదు చేశారు.	0.9203818	True	True	ప్రసాద్ పై సీతానగర్ పోలీస్ స్టేషన్ వద్ద 2019 సెక్షన్ 74 మరియు ఇండియన్ పీనల్ కోడ్ (ఐపిసి) సెక్షన్ 324 కింద ఒక కేసు నమోదు చేయబడింది.	0.0	tensor([0.8283])	0.24800000000000003
991	[[0.9293503]]	Union ministers Radha Mohan Singh and Subhash Bhamre and Maharashtra minister Girish Mahajan were also present during talks with Hazare.	హజారేతో జరిపిన చర్చల్లో కేంద్ర మంత్రులు రాధా మోహన్ సింగ్, సుభాష్ భమ్రే, మహారాష్ట్ర మంత్రి గిరీష్ మహాజన్ పాల్గొన్నారు.	0.9293503	True	True	కేంద్ర మంత్రులు రాధా మోహన్ సింగ్, సుభాష్ భామ్రే మరియు మహారాష్ట్ర మంత్రులు గిరీష్ మహాజన్ హజారేతో చర్చల్లో పాల్గొన్నారు.	0.42	tensor([0.9247])	0.6396077984266332
1032	[[0.90927553]]	The entire domain name may not contain more than 253 characters.	పూర్తి డొమైన్ పేరు 253 అష్టపదుల కంటే ఎక్కువ పొడవును కలిగి ఉండరాదు.	0.90927553	True	True	పూర్తి డొమైన్ పేరు అధికంగా 253 అక్షరాలు కలిగి ఉండకూడదు.	0.0	tensor([0.8227])	0.4732510288065843
1084	[[0.92770374]]	The Union Cabinet chaired by the Prime Minister Shri Narendra Modi has given its approval for introduction of the Payment of Gratuity (Amendment) Bill, 2017 in the Parliament.	ప్ర‌ధాన మంత్రి శ్రీ న‌రేంద్ర మోదీ అధ్య‌క్ష‌త‌న స‌మావేశ‌మైన కేంద్ర మంత్రివ‌ర్గం గ్రాట్యుటీ చెల్లింపు (స‌వ‌ర‌ణ‌) బిల్లు, 2017ను పార్ల‌మెంటులో ప్ర‌వేశ‌పెట్ట‌డానికి త‌న ఆమోదాన్ని తెలిపింది.	0.92770374	True	True	కేంద్ర మంత్రిమండలి శ్రీ నరేంద్ర మోదీ గార్ల అధ్యక్షతన సమావేశమైనది, పార్లమెంటులో 2017 సంవత్సరంలో గ్రాట్యుటీ చెల్లింపు (సవరణ) బిల్లును ప్రవేశపెట్టడానికి తమ ఆమోదాన్ని ఇచ్చారు.	0.0	tensor([0.9043])	0.3234782608695652
1089	[[0.90862596]]	The video of the incident has gone viral on WhatsApp.	ఈ ఘటనకు సంబంధించిన వీడియో వాట్సాప్ లో వైరల్ గా మారడంతో విషయం వెలుగులోకి వచ్చింది.	0.90862596	True	True	ఆ సంఘటన వీడియో వాట్సాప్ లో వైరల్ అయింది.	0.2	tensor([0.8251])	0.3872
1102	[[0.9048918]]	So if you take first station as 1 and the 2nd station as 2, so Delta P is P1 minus P2, so P2 is less than P1, so P1 minus P2 because there is a frictional loss, so P1 minus P2 is basically the Delta P.	మీరు మొదటి స్టేషన్ను 1 మరియు రెండో స్టేషన్ 2 గా తీసుకుంటే, డెల్టా పి P1 మైనస్ P2 కాబట్టి P2 కంటే P1 కంటే తక్కువగా ఉంటుంది, కాబట్టి P1 మైనస్ P2 కాబట్టి ఘర్షణ నష్టం ఉంది కాబట్టి P1 మైనస్ P2 ప్రధానంగా డెల్టా P మరియు P1 మైనస్ P2 సానుకూలంగా ఉంటుంది, ఎందుకంటే ఈ పీడన నష్టం ప్రతికూలంగా ఉంటుంది, ఎందుకంటే ఒత్తిడి, మీరు X దిశలో కదులుతుంటే అప్పుడు ఒత్తిడి తగ్గుతుంది, కాబట్టి ప్రవణత ప్రతికూలంగా ఉంటుంది, ఇక్కడ వ్యక్తీకరించబడుతుంది.	0.9048918	True	True	అందుకే మీరు మొదటి స్టేషన్ను 1గా తీసుకుంటే, 2వ స్టేషన్ను 2గా తీసుకుంటే, అప్పుడు డెల్టా P అనగా P1 నుండి P2 తీసివేయడం, అందువల్ల P2 అనేది P1 కంటే తక్కువ, అందువల్ల P1 నుండి P2 తీసివేయడం ఏక్కడ ఘర్షణ నష్టం ఉండడం వల్ల, అందువల్ల P1 నుండి P2 అనేది ప్రాథమికంగా డెల్టా P.	0.0	tensor([0.7840])	0.20029885057471264
1141	[[0.9075049]]	Nelson was eventually exiled during the late 1920s and early 1930s, but he continued to assist the organisation financially and politically.	నెల్సన్ చివరికి 1920ల ముగింపు మరియు 1930ల ప్రారంభంలో బహిష్కరించబడ్డాడు, కాని అతను సంస్థకు ఆర్థిక పరంగా మరియు రాజకీయ పరంగా సహాయాన్ని కొనసాగించాడు.	0.9075049	True	True	నెల్సన్ చివరికి 1920ల చివరి దశలో మరియు 1930ల ఆరంభ దశలో పాలితులచే బహిష్కరించబడ్డాడు, కానీ ఆయన ఆ సంస్థకు ఆర్థికంగా మరియు రాజకీయంగా సహాయం అందించారు.	0.0	tensor([0.8880])	0.44158415841584164
1213	[[0.9130517]]	Best Writing- Thiagararajan Kumararaja, Nalan Kumaraswamy, Mysskin, Neelan K Sekar (Super Deluxe)	ఉత్తమ రచయిత – త్యాగరాజన్ కుమారరాజా, నలన్ కుమారస్వామి, మిస్కిన్, నీలం కె శేఖర్(సూపర్ డీలక్స్)	0.9130517	True	True	ఉత్తమ రచన - తియాగరాజన్ కుమారరాజలు, నాలన్ కుమారస్వామిలు, మైస్కిన్లు, నీలన్ కె శేకర్లు (సూపర్ డెలూక్స్)	0.0	tensor([0.8851])	0.29557291666666663
1331	[[0.93651915]]	Senior Supreme Court advocate Jagdeep Dhankhar was appointed as the new Governor of West Bengal, replacing Keshari Nath Tripathi.	కేసరినాథ్ త్రిపాఠి స్థానంలో పశ్చిమ బెంగాల్ గవర్నర్ గా సుప్రీంకోర్టు సీనియర్ న్యాయవాది జగదీప్ ధన్‌ఖర్ నియమితులయ్యారు.	0.93651915	True	True	సీనియర్ సుప్రీం కోర్టు అడ్వొకేట్లు జగదీప్ ధన్ఖర్ వెస్ట్ బెంగాల్ యొక్క కొత్త గవర్నర్లుగా నియమించబడ్డారు, కేశరి నాథ్ త్రిపాఠిని భర్తీ చేసారు.	0.0	tensor([0.8061])	0.13793103448275862
1479	[[0.90020317]]	Chief Justice of India Ranjan Gogoi has written three letters to Prime Minister Narendra Modi seeking to increase the number of judges in the Supreme Court.	దిల్లీ: సుప్రీంకోర్టులో న్యాయమూర్తుల సంఖ్యను పెంచాలని కోరుతూ భారత ప్రధాన న్యాయమూర్తి జస్టిస్‌ రంజన్‌ గొగొయ్, ప్రధాని మోదీకి లేఖ రాశారు.	0.90020317	True	True	భారత ప్రధాన న్యాయమూర్తులు రంజన్ గోగోయి ప్రధాన మంత్రులు నరేంద్ర మోదీకి సుప్రీం కోర్టులో న్యాయమూర్తుల సంఖ్యను పెంచాలని మూడు ఉత్తరాలు వ్రాశారు.	0.0	tensor([0.8394])	0.30288305798509874
1509	[[0.9044242]]	About three million years ago the oceans could have been up to 50 m (165 ft) higher.	దాదాపు మూడు మిలియన్ల సంవత్సరాల క్రితం మహాసముద్రాలు దాదాపు 165 అడుగులు (50 మీ)ఎత్తులో ఉండేవి.	0.9044242	True	True	సుమారు మూడు మిలియన్ సంవత్సరాల క్రితం ఆయన సముద్రాలు 50 మీ (165 అడుగులు) ఎత్తుగా ఉండవచ్చు.	0.0	tensor([0.8547])	0.5178125
1523	[[0.9134934]]	It is pretty close to what people approximated here they said 1 million is about four times the size.	1 million is about four times ఎక్కువ అని వారు చెప్పిన ఇక్కడ ప్రజలు అంచనా వేసిన దానికి ఇది చాలా దగ్గరగా ఉంది.	0.9134934	True	True	ఇది ఇక్కడ ప్రజలు అంచనా వేసిన దానికి చాలా దగ్గరగా ఉంది, వారు చెప్పినట్లు 1 మిలియన్ దాదాపు నాలుగు రెట్లు పరిమాణంలో ఉంది.	0.28	tensor([0.8071])	0.5625
1551	[[0.9554082]]	The film will also be released in Hindi, Tamil, Telugu, and Malayalam.	ఈ మూవీ తెలుగుతో పాటు త‌మిళ‌, మ‌ల‌యాళ‌, హిందీ, ఇంగ్లిష్ భాష‌ల్లోనూ విడుదల కానుంది.	0.9554082	True	True	ఈ చిత్రం హిందీ, తమిళం, తెలుగు, మలయాళంలో కూడా విడుదల అవుతుంది.	0.0	tensor([0.8512])	0.23648648648648649
1572	[[0.9313957]]	From then until 1972, my wife and I visited nearly all the congregations of Jehovahs people in eastern and midwestern Nigeria.	అప్పటినుండి 1972 వరకు నేను, నా భార్య కలిసి దాదాపు తూర్పు, మధ్య పశ్చిమ నైజీరియాలో ఉన్న యెహోవా ప్రజల సంఘాలన్నింటినీ సందర్శించాం.	0.9313957	True	True	అప్పటి నుండి 1972 వరకు, మీ భార్యలు నేను నైజీరియాలోని తూర్పు మరియు మధ్య పశ్చిమ ప్రాంతాలలోని యెహోవా ప్రజల సమావేశాలన్నింటిని సందర్శించాము.	0.0	tensor([0.8883])	0.41633165829145724
1642	[[0.91128695]]	Directed by Anil Ravipudi, the film is produced by Dil Raju under Sri Venkateswara Creations banner.	శ్రీ వెంకటేశ్వర క్రియేషన్స్‌పతాకం పై అనిల్‌ రావిపూడి రచన దర్శకత్వం లో దిల్‌ రాజు సమర్పణలో శిరీష్‌ ఈ చిత్రాన్ని నిర్మించారు .	0.91128695	True	True	అనిల్ రవిపూడి దర్శకత్వంలో, వారు శ్రీ వెంకటేశ్వర క్రియేషన్స్ బ్యానర్ కింద దిల్ రాజు నిర్మించారు.	0.0	tensor([0.8668])	0.26706586826347306
1704	[[0.90673816]]	A special PMLA court granted bail to Shah terming the arrest by ED was illegal.	ఇడి అరెస్టును ‘చట్టవిరుద్ధం’ అని పేర్కొంటూ షాకు ప్రత్యేక పిఎంఎల్‌ఎ కోర్టు బెయిల్ మంజూరు చేసింది.	0.90673816	True	True	ప్రత్యేక పిఎంఎల్ఏ కోర్టులు షాకు జామీను మంజూరు చేస్తూ, ఇడి చేసిన అరెస్టు చట్టవిరుద్ధమని పేర్కొన్నాయి.	0.0	tensor([0.8061])	0.16778523489932884
1820	[[0.91379607]]	There were 150 passengers onboard the plane.	ఈ ప్రమాదం చోటుచేసుకున్న సమయంలో విమానంలో 150 మంది ప్రయాణికులు ఉన్నారు.	0.91379607	False	True	ఆ విమానంలో వారు 150 మంది ప్రయాణీకులు.	0.0	tensor([0.8225])	0.32538659793814434
1953	[[0.9002925]]	With Tillerson, Jaishankar discussed bilateral strategic relationship as well as the situation in Afghanistan and the Asia Pacific region.	ఇరు దేశాల మధ్య ద్వైపాక్షిక వ్యూహాత్మక సంబంధాలతోపాటు అఫ్గానిస్తాన్, ఆసియా పసిఫిక్ ప్రాంతంలో నెలకొన్న పరిస్థితిపై టిల్లెర్సన్‌తో జైశంకర్ చర్చించారు.	0.9002925	True	True	టిల్లర్సన్ తో జైశంకర్ లు ద్వైపాక్షిక సాంఘిక సంబంధాలను పరిశీలించారు, ఆఫ్ఘనిస్తాన్ లోని పరిస్థితిని, ఆసియా పసిఫిక్ ప్రాంతంలోని పరిస్థితిని కూడా.	0.0	tensor([0.8316])	0.2971576227390181
1974	[[0.949093]]	However, there has not been any official announcement regarding the film.	అయితే ఇప్పటి వరకు ఆ సినిమా గురించిన అధికారిక ప్రకటన అయితే రాలేదు.	0.949093	True	True	అయితే, ఆ చిత్రం గురించి వారు అధికారిక ప్రకటన చేయలేదు.	0.0	tensor([0.8667])	0.34128440366972473
2007	[[0.9275273]]	India lead the three-match T20I series 1-0.	మూడు మ్యాచ్‌ల టీ20 సిరీస్‌లో భారత్ 1-0 తో పై చేసి సాధించింది.	0.9275273	False	True	భారతీయులు మూడు మ్యాచ్‌ల టీ20ఐ సిరీస్‌లో 1-0 తో ఆధిక్యంలో ఉన్నారు.	0.25	tensor([0.8733])	0.46890927624872564
2031	[[0.9057726]]	The Redmi Note 7 will be available in Onyx Black, Ruby Red and Sapphire Blue.	రెడ్‌మీ నోట్ 7 రూబీ రెడ్, సాఫైర్ బ్లూ, ఓనిక్స్ బ్లాక్ కలర్స్‌లో లభిస్తుంది.	0.9057726	True	True	రెడ్మి నోట్ 7 ఒనిక్స్ బ్లాక్, రూబీ రెడ్ మరియు సఫైర్ బ్లూలో అందుబాటులో ఉంటుంది.	0.0	tensor([0.8914])	0.40889212827988336
2032	[[0.93695855]]	In 1952 Air France moved its operations and engineering base to the new Paris Orly Airport South terminal.	1952లో, ఎయిర్ ఫ్రాన్స్ తన కార్యకలాపాలు మరియు ఇంజనీరింగ్ స్థావరాన్ని నూతన పారిస్ ఓర్లీ విమానాశ్రయ దక్షిణ కేంద్రానికి మార్చుకుంది.	0.93695855	True	True	1952లో ఎయిర్ ఫ్రాన్స్ తన ఆపరేషన్స్ మరియు ఇంజనీరింగ్ బేస్ ను కొత్త పారిస్ ఓర్లి ఎయిర్పోర్ట్ సౌత్ టెర్మినల్ కు మార్చింది.	0.0	tensor([0.8235])	0.4107273391812865
2194	[[0.90129805]]	Police made tight security arrangements to avoid any untoward incident.	ఎటువంటి అవాంఛనీయ ఘటనలు చోటు చేసుకోకుండా పోలీసులు భద్రతా ఏర్పాట్లు చేశారు.	0.90129805	True	True	పోలీసులు ఏ అనుచిత సంఘటన జరగకుండా కఠినమైన భద్రతా ఏర్పాట్లు చేసారు.	0.0	tensor([0.8433])	0.31562500000000004
2281	[[0.92035806]]	GoAir has flown approximately 73.3 million passengers since its inception.	గోఎయిర్ సంస్థ ప్రారంభం నుంచి ఇప్ప‌టి వ‌ర‌కూ సుమారు 73.3 మిలియన్ల మంది ప్రయాణీకులను గ‌మ్య స్థానాల‌కు చేర్చింది.	0.92035806	True	True	గోఏర్ తన స్థాపన నుండి సుమారు 73.3 మిలియన్ ప్రయాణీకులను రవాణా చేసింది.	0.0	tensor([0.8476])	0.21618150684931506
2321	[[0.9083358]]	This district, like the other districts of Telangana, was controlled by Asaf Jahis, and remained under their rule for nearly two hundred and twenty-five years.	ఈ జిల్లా, తెలంగాణలోని ఇతర జిల్లాల వలె, అస్సాఫ్ జహీస్ ఆధీనంలో ఉంది, దాదాపు రెండు వందల ఇరవై అయిదు సంవత్సరాల కాలం వారి కింద ఉంది.	0.9083358	True	True	ఈ జిల్లా, తెలంగాణ యొక్క ఇతర జిల్లాల లాగే, ఆసఫ్ జాహీల వారిచే పాలించబడింది, వారి పాలనలో సుమారు రెండు వందల ఇరవై ఐదు సంవత్సరాలు ఉండింది.	0.0	tensor([0.8366])	0.4503761574074074
2343	[[0.9256764]]	"""""""""""""""Talking about some of the important steps taken by the Union Government to help the farmers during the lockdown, the Home Minister said, """"""""""""""""Modi government has given relief to the farmers in the lockdown by purchasing their crop worth Rs."""""""""""""""	"""""""""""""""లాక్‌డౌన్‌ సమయంలో రైతులకు సహాయం చేయడానికి కేంద్ర ప్రభుత్వం తీసుకున్న కొన్ని ముఖ్యమైన చర్యల గురించి ప్ర‌స్తావిస్తూ హోంమంత్రి, """"""""""""""""మోడీ ప్రభుత్వం లాక్‌డౌన్ స‌మ‌యంలో రైతులకు రూ."""""""""""""""	0.9256764	True	True	"""Here is the translation: """"లాక్డౌన్ సమయంలో రైతులకు సహాయం చేయడానికి కేంద్ర ప్రభుత్వం తీసుకున్న కొన్ని ముఖ్యమైన అడుగుల గురించి మాట్లాడుతూ, గృహ మంత్రులు చెప్పారు, 'మోదీ ప్రభుత్వం లాక్డౌన్ సమయంలో రైతుల పంట విలువ రూ. కొనుగోలు చేసి వారికి ఉపశమనం కల్పించింది.'"""""""	0.24	tensor([0.8220])	0.4036199095022624
2351	[[0.92714536]]	Starting from Jim Corbett National Park, Uttarakhand in the north to the moist lands of Kaziranga National Park in Assam(north east) and the Sunderbans of West Bengal (east) to the dry lands of Ranthambore National Park in Rajasthan, Kanha and Bandhavgarh Tiger reserves in Madhya Pradesh, central India, to many other reserves in the rainforests of Western Ghats such as Nagarhole National Park, Periyar Tiger reserve, Bandipur National Park and Anamalai Tiger reserve, Madumalai National Park in southern India amongst many others, these large animals have been preserved in different arrays of habitats.	ఉత్తరాన ఉత్తరాఖండ్ లోని జిమ్ కార్బెట్ నేషనల్ పార్క్ నుండి అస్సాంలోని కాజీరంగ నేషనల్ పార్క్ (ఈశాన్యం) మరియు పశ్చిమ బెంగాల్ (తూర్పు) లోని సుందర్బన్స్, రాజస్థాన్ లోని రణతంబోర్ నేషనల్ పార్క్, కన్హా, బందవగఢ్ టైగర్ రిజర్వ్స్ వరకు, మధ్య భారత్ లోని మధ్యప్రదేశ్‌లో, పశ్చిమ కనుమల వర్షారణ్యాలలో నాగర్హోల్ నేషనల్ పార్క్, పెరియార్ టైగర్ రిజర్వ్, బండిపూర్ నేషనల్ పార్క్, అనామలై టైగర్ రిజర్వ్, దక్షిణ భారతదేశంలోని మదుమలై నేషనల్ పార్క్ వంటి అనేక ఇతర పులుల ఆవాసాలు ఉన్నాయి.	0.92714536	True	True	ఉత్తరంలోని ఉత్తరాఖండ్ లోని జిమ్ కార్బెట్ జాతీయ ఉద్యానవనం నుండి, ఆసామ్ లోని ఉత్తర తూర్పు లోని కాజీరంగా జాతీయ ఉద్యానవనం యొక్క తేమ భూములకు, పశ్చిమ బెంగాల్ లోని సుందర్బన్స్ కు, రాజస్థాన్ లోని రంథాంబోర్ జాతీయ ఉద్యానవనం యొక్క పొడి భూములకు, మధ్య భారతదేశంలోని మధ్య ప్రదేశ్ లోని కాన్హా మరియు బంధవ్ గర్ టైగర్ రిజర్వులకు, పశ్చిమ ఘట్టుల వర్షారణ్యాలలోని అనేక ఇతర రిజర్వులకు, నాగర్ హోల్ జాతీయ ఉద్యానవనం, పెరియార్ టైగర్ రిజర్వు, బండీపూర్ జాతీయ ఉద్యానవనం, అనమలై టైగర్ రిజర్వు, మదుమలై జాతీయ ఉద్యానవనం మొదలైన వాటిలో, ఈ పెద్ద జీవులు వివిధ ఆవాసాలలో సంరక్షించబడ్డాయి.	0.08	tensor([0.8215])	0.3434850632816945
2415	[[0.9059104]]	Despite losing, Roddick served a career-high of 42 aces in the match.	ఓడిపోయినప్పటికీ, రాడిక్ ఆ మ్యాచ్ లో తన కెరీర్ లోనే అత్యధికంగా 42 ఏసెస్ చేసాడు.	0.9059104	True	True	ఆటలో ఓడిపోయినప్పటికీ, రాడ్డిక్ తన వృత్తిలో అత్యధికంగా 42 ఏస్‌లను సేవ్ చేశారు.	0.0	tensor([0.8542])	0.3703703703703703
