idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans
707	[[0.9196124]]	The tripartite agreement was signed by Assam Chief Minister Sarbananda Sonowal, the top representatives of the four factions of the NDFB, ABSU, Joint Secretary in the Home Ministry Satyendra Garg and Assam Chief Secretary Kumar Sanjay Krishna.	ಬೋಡೋಲ್ಯಾಂಡ್ ನ ತ್ರಿಪಕ್ಷೀಯ ಒಪ್ಪಂದಕ್ಕೆ ಅಸ್ಸಾಂ ಮುಖ್ಯಮಂತ್ರಿ ಸರ್ಬಾನಂದಾ ಸೋನೋವಾಲ್, ಎನ್ ಡಿಎಫ್ ಬಿ, ಎಬಿಎಸ್ ಯುನ ಪ್ರಮುಖ ನಾಯಕರು, ಗೃಹ ಸಚಿವಾಲಯದ ಜಂಟಿ ಕಾರ್ಯದರ್ಶಿ ಸತ್ಯೇಂದ್ರ ಗರ್ಗ್ ಮತ್ತು ಅಸ್ಸಾಂ ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿ ಕುಮಾರ್ ಸಂಜಯ್ ಕೃಷ್ಣಾ ಅವರು ಕೇಂದ್ರ ಗೃಹ ಸಚಿವ ಅಮಿತ್ ಶಾ ಸಮ್ಮುಖದಲ್ಲಿ ಸಹಿ ಹಾಕಿರುವುದಾಗಿ ವರದಿ ತಿಳಿಸಿದೆ.	0.9196124	True	True	ಅಸ್ಸಾಂ ಮುಖ್ಯಮಂತ್ರಿ ಸರ್ಬಾನಂದ ಸೋನೋವಾಲ್, ಎನ್‌ಡಿಎಫ್‌ಬಿಯ ನಾಲ್ಕು ಪಂಗಡಗಳ ಪ್ರಮುಖ ಪ್ರತಿನಿಧಿಗಳು, ಅಬ್ಸು, ಗೃಹ ಸಚಿವಾಲಯದ ಸಹಾಯಕ ಕಾರ್ಯದರ್ಶಿ ಸತ್ಯೇಂದ್ರ ಗಾರ್ಗ್ ಮತ್ತು ಅಸ್ಸಾಂ ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿ ಕುಮಾರ್ ಸಂಜಯ್ ಕೃಷ್ಣಾ ಅವರು ತ್ರಿಪಕ್ಷೀಯ ಒಪ್ಪಂದಕ್ಕೆ ಸಹಿ ಹಾಕಿದರು.
810	[[0.925492]]	Indian pair of Sania Mirza and Rohan Bopanna reached the Mixed doubles semi-final.	ಮಿಶ್ರ ಡಬಲ್ಸ್ ವಿಭಾಗದಲ್ಲಿ ಭಾರತದ ಸಾನಿಯ ಮಿರ್ಜಾ ಹಾಗೂ ರೋಹನ್ ಬೋಪಣ್ಣ ಜೋಡಿ ಕ್ವಾರ್ಟರ್ ಫೈನಲ್ ತಲುಪಿದೆ.	0.925492	True	True	ಸಾನಿಯಾ ಮಿರ್ಜಾ ಮತ್ತು ರೋಹನ್ ಬೋಪಣ್ಣ ಅವರ ಭಾರತೀಯ ಜೋಡಿ ಮಿಶ್ರ ಡಬಲ್ಸ್ ಸೆಮಿಫೈನಲ್ಗೆ ತಲುಪಿತು.
1094	[[0.9340658]]	These include Indian masala chai and British tea blends.	ಭಾರತದ ಮಸಾಲಾ ಚಾಯ್‌, ಮತ್ತು ಬ್ರಿಟಿಷ್‌ ಚಹಾದ ಹದವಾದ ಮಿಶ್ರಣಗಳು ಇವುಗಳಲ್ಲಿ ಸೇರಿವೆ.	0.9340658	True	True	ಇವುಗಳಲ್ಲಿ ಭಾರತೀಯ ಮಸಾಲಾ ಚಾಯಿ ಮತ್ತು ಬ್ರಿಟಿಷ್ ಟೀ ಬ್ಲೆಂಡ್ಗಳು ಸೇರಿವೆ.
1196	[[0.9104315]]	The country's richest candidate Ramesh Kumar Sharma, who fought as an independent from Patliputra parliamentary seat in Bihar, lost his deposit as he secured only 1,556 votes.	ಬಿಹಾರದ ಪಾಟಲಿಪುತ್ರದಿಂದ ಸ್ವತಂತ್ರ ಅಭ್ಯರ್ಥಿಯಾಗಿ ಸ್ಪರ್ಧಿಸಿರುವ ಶ್ರೀಮಂತ ಅಭ್ಯರ್ಥಿ ರಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ ಕೇವಲ 1,556 ಮತಗಳನ್ನು ಪಡೆಯುವ ಮೂಲಕ ಠೇವಣಿ ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ.	0.9104315	True	True	ಬಿಹಾರದ ಪಾಟಲೀಪುತ್ರ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರದಿಂದ ಸ್ವತಂತ್ರ ಅಭ್ಯರ್ಥಿಯಾಗಿ ಕಣದಲ್ಲಿ ಭಾಗವಹಿಸಿದ ದೇಶದ ಶ್ರೀಮಂತ ಅಭ್ಯರ್ಥಿ ರಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ, ಕೇವಲ ೧೫೫೬ ಮತಗಳನ್ನು ಪಡೆದು ತನ್ನ ಜಾಮೀನು ಕಳೆದುಕೊಂಡನು.
1247	[[0.90232503]]	How many we infect: The average number of new infections caused by a typical infectious person, that is human transmissibility range (R0) is between 2to 3.1	ನಾವು ಎಷ್ಟು ಜನ ಸೋಂಕಿತರಾಗಬಹುದು: ಸಾಂಕ್ರಾಮಿಕ ವ್ಯಕ್ತಿಯಿಂದ ಉಂಟಾಗುವ ಹೊಸ ಸೋಂಕುಗಳ ಸರಾಸರಿ ಸಂಖ್ಯೆ, ಅಂದರೆ ಮಾನವ ಪ್ರಸರಣ ಶ್ರೇಣಿ (ಆರ್0) 2 ರಿಂದ 3 ರ ನಡುವೆ ಇರುತ್ತದೆ.	0.90232503	True	True	ನಾವು ಎಷ್ಟು ಜನರನ್ನು ಸೋಂಕು ಹರಡುತ್ತೇವೆ: ಸಾಮಾನ್ಯ ಸೋಂಕಿನ ವ್ಯಕ್ತಿಯು ಉಂಟುಮಾಡುವ ಹೊಸ ಸೋಂಕುಗಳ ಸಂಖ್ಯೆ, ಅಂದರೆ ಮಾನವ ಸಾಂಕ್ರಾಮಿಕ ವ್ಯಾಪ್ತಿ (R0) ಎಂದರೆ 2 ರಿಂದ 3.1 ರ ನಡುವೆ.
1388	[[0.9131906]]	Cabinet approves establishment of new All India Institutes of Medical Sciences at Gorakhpur	ಗೋರಖ್ಪುರದಲ್ಲಿ ನೂತನ ಅಖಿಲ ಭಾರತ ವೈದ್ಯಕೀಯ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆ ಸ್ಥಾಪನೆಗೆ ಸಚಿವ ಸಂಪುಟದ ಅನುಮೋದನೆ	0.9131906	True	True	ಕ್ಯಾಬಿನೆಟ್ ಗೋರಖ್ಪುರದಲ್ಲಿ ಹೊಸ ಎಲ್ಲಾ ಭಾರತ ವೈದ್ಯಕೀಯ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆಗಳ ಸ್ಥಾಪನೆಗೆ ಅನುಮೋದನೆ ನೀಡಿದೆ.
1439	[[0.9393764]]	Kings XI Punjab: KL Rahul, Mayank Agarwal, Yuvraj Singh, Karun Nair, David Miller, Marcus Stoinis, Axar Patel, Ravichandran Ashwin (captain), AJ Tye, Mohit Sharma, Mujeeb ur Rahman.	ಕಿಂಗ್ಸ್ ಎಲೆವನ್ ಪಂಜಾಬ್ : ಕೆಎಲ್ ರಾಹುಲ್(ವಿಕೆಟ್ ಕೀಪರ್), ಮಯಾಂಕ್ ಅಗರವಾಲ್, ಕರುಣ್ ನಾಯರ್, ಯುವರಾಜ್ ಸಿಂಗ್, ಡೇವಿಡ್ ಮಿಲ್ಲರ್, ಸ್ಟೋಯಿನಿಸ್, ಅಕ್ಷರ್ ಪಟೇಲ್, ಆರ್ ಅಶ್ವಿನ್(ನಾಯಕ), ಆಂಡ್ರ್ಯೂ ಟೈ, ಮೋಹಿತ್ ಶರ್ಮ, ಮುಜೀಬ್ ಉರ್ ರಹಮಾನ್.	0.9393764	True	True	ಕಿಂಗ್ಸ್ XI ಪಂಜಾಬ್: ಕೆಎಲ್ ರಾಹುಲ್, ಮಯಾಂಕ್ ಅಗರ್ವಾಲ್, ಯುವರಾಜ್ ಸಿಂಗ್, ಕರುಣ್ ನಾಯರ್, ಡೇವಿಡ್ ಮಿಲ್ಲರ್, ಮಾರ್ಕಸ್ ಸ್ಟೋಯಿನಿಸ್, ಅಕ್ಸರ್ ಪಟೇಲ್, ರವಿಚಂದ್ರನ್ ಆಶ್ವಿನ್ (ನಾಯಕ), ಎಜೆ ಟೈ, ಮೋಹಿತ್ ಶರ್ಮಾ, ಮುಜೀಬ್ ಉರ್ ರಹಮಾನ್.
1455	[[0.9110018]]	Pamela Chopra helped them select tunes and instruments to give some of the songs a Punjabi flavour.	ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಪಂಜಾಬಿ ಮಾಧುರ್ಯವನ್ನು ನೀಡುವ ಸಲುವಾಗಿ ರಾಗಗಳು ಮತ್ತು ವಾದ್ಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಪಮೇಲಾ ಚೋಪ್ರಾ ಸಹಾಯ ಮಾಡಿದರು.	0.9110018	True	True	ಪಮೇಲಾ ಚೋಪ್ರಾ ಅವರು ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಪಂಜಾಬಿ ರುಚಿಯನ್ನು ನೀಡಲು ಸಂಗೀತ ಮತ್ತು ವಾದ್ಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಅವರಿಗೆ ಸಹಾಯ ಮಾಡಿದರು.
1696	[[0.91864085]]	While in jail, Ajay makes friends with some other hardcore convicts, who are good at heart.	ಜೈಲಿನಲ್ಲಿರುವಾಗ, ಅಜಯ್ ಹೃದಯದಿಂದ ಒಳ್ಳೆಯವರಾಗಿರುವ ಕೆಲವು ಇತರ ಉಗ್ರ ಅಪರಾಧಿಗಳ ಸ್ನೇಹಬೆಳೆಸುತ್ತಾನೆ.	0.91864085	True	True	ಜೈಲಿನಲ್ಲಿರುವಾಗ, ಅಜಯ್ ಇತರ ಕಠಿಣ ಸೆರೆಯಾಳುಗಳೊಂದಿಗೆ ಸ್ನೇಹ ಬೆಳೆಸುತ್ತಾನೆ, ಅವರು ಹೃದಯದಲ್ಲಿ ಒಳ್ಳೆಯವರು.
1705	[[0.9542007]]	The engine puts out 107 ps of power and 140 Nm of torque.	ಈ ಎಂಜಿನ್ 107 ಬಿ‍‍ಹೆಚ್‍‍ಪಿ ಪವರ್ ಹಾಗೂ 140 ಎನ್‍ಎಂ ಟಾರ್ಕ್ ಉತ್ಪಾದಿಸುತ್ತದೆ.	0.9542007	True	True	ಎಂಜಿನ್ 107 ಪಿಎಸ್ ಪಾವರ್ ಮತ್ತು 140 ಎನ್ಎಂ ಟಾರ್ಕ್ ಅನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ.
1712	[[0.9119242]]	Early in July 1974, I was in Nicosia when a coup to depose President Makarios took place, and I saw his palace go up in flames.	ಜುಲೈ 1974ರ ಆದಿ ಭಾಗದಲ್ಲಿ, ರಾಷ್ಟ್ರಾಧ್ಯಕ್ಷ ಮಾಕಾರಿಯೊಸ್‍ನನ್ನು ಪದಚ್ಯುತಮಾಡಲಿಕ್ಕಾಗಿ ನಡೆದ ಕ್ಷಿಪ್ರ ಕ್ರಾಂತಿಯ ಸಮಯದಲ್ಲಿ ನಾನು ನಿಕೊಸಿಯದಲ್ಲೇ ಇದ್ದೆ, ಮತ್ತು ಅವನ ಅರಮನೆಯು ಬೆಂಕಿಗೆ ಆಹುತಿಯಾಗುವುದನ್ನು ಕಣ್ಣಾರೆ ಕಂಡೆ.	0.9119242	True	True	ಜುಲೈ 1974ರ ಆರಂಭದಲ್ಲಿ, ನಿಕೋಸಿಯಾದಲ್ಲಿ ನಾನಿದ್ದೆ, ಅಲ್ಲಿ ಅಧ್ಯಕ್ಷ ಮಕಾರಿಯೋಸ್ ಅವರನ್ನು ಪದಚ್ಯುತಗೊಳಿಸಲು ಒಂದು ಕೂಪ್ ನಡೆಯಿತು, ಮತ್ತು ಅವರ ಅರಮನೆ ಬೆಂಕಿಯಲ್ಲಿ ಸುಟ್ಟುಹೋಯಿತು.
1895	[[0.921935]]	It creates an atmosphere of hate against dissenters and an atmosphere of sympathy for politicians like Modi.	ಭಿನ್ನಭಿಪ್ರಾಯವನ್ನು ವ್ಯಕ್ತಪಡಿಸುವವರ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣವನ್ನು ಹಾಗೂ ಮೋದಿಯವರಂತಹ ರಾಜಕಾರಣಿಗಳ ಬಗ್ಗೆ ಅನುಕಂಪದ ವಾತಾವರಣವನ್ನು ಈ ಮೂಲಕ ಸೃಷ್ಟಿಸಲಾಗುತ್ತದೆ.	0.921935	True	True	ಮೋದಿಯಂತಹ ರಾಜಕಾರಣಿಗಳಿಗೆ ಸಹಾನುಭೂತಿಯ ವಾತಾವರಣ ಹಾಗೂ ವಿರೋಧಿಗಳ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣ ಸೃಷ್ಟಿಸುತ್ತದೆ.
1929	[[0.9054475]]	13MP rear camera + 5MP front camera	13MP ಹಿಂಭಾಗದ ಕ್ಯಾಮರಾ + ಸೆಕೆಂಡರಿ 5-ಮೆಗಾ ಪಿಕ್ಸಲ್ ಹಿಂಭಾಗದ ಕ್ಯಾಮರಾ	0.9054475	False	True	13ಎಂಪಿ ಹಿಂದಿನ ಕ್ಯಾಮರಾ + 5ಎಂಪಿ ಮುಂಭಾಗದ ಕ್ಯಾಮರಾ
2022	[[0.9019324]]	Students raised slogans against the government.	ವಿದ್ಯಾರ್ಥಿಗಳು ಸರಕಾರದ ವಿದ್ಯಾರ್ಥಿ ವಿರೋಧಿ ನಡೆಗೆ ಘೋಷಣೆ ಕೂಗಿ ಆಕ್ರೋಶ ವ್ಯಕ್ತಪಡಿಸಿದರು.	0.9019324	False	True	ಸರ್ಕಾರದ ವಿರುದ್ಧ ವಿದ್ಯಾರ್ಥಿಗಳು ಘೋಷಣೆಗಳನ್ನು ಎತ್ತಿದರು.
2108	[[0.9323634]]	( Read Hebrews 6: 13 - 18. Gal.	( ಇಬ್ರಿಯ 6: ​ 13 - 18 ಓದಿ. ಗಲಾ.	0.9323634	False	True	ಹೀಬ್ರೂಗಳಿಗೆ 6: 13-18 ಮತ್ತು ಗಲಾತೀಯರಿಗೆ.
2139	[[0.9030861]]	Abu Dhabi, the UAE capital, has a sovereign wealth fund of about USD 800 billion.	ಯುಎಇ ರಾಜಧಾನಿಯಾದ ಅಬುದಾಭಿ ಸುಮಾರು 800 ಶತಕೋಟಿ ಡಾಲರ್ ವೌಲ್ಯದ ಸಂಪತ್ತನ್ನು ಹೊಂದಿದೆ.	0.9030861	True	True	ಅಬು ಧಾಬಿ, ಯುಎಇ ರಾಜಧಾನಿ, ಸುಮಾರು ಯುಎಸ್‌ಡಿ 800 ಬಿಲಿಯನ್ ಸಾರ್ವಭೌಮ ಸಂಪತ್ತಿನ ನಿಧಿಯನ್ನು ಹೊಂದಿದೆ.
2188	[[0.91663295]]	India Red: Parthiv Patel (Captain & wk), Shikhar Dhawan, Manish Pandey, Mayank Agarwal, Kedar Jadhav, Ishank Jaggi, Gurkeerat Mann, Axar Patel, Akshay Karnewar, Ashok Dinda, Kulwant Khejroliya, Dhawal Kulkarni, Govinda Poddar	ಇಂಡಿಯಾ ರೆಡ್‌ ತಂಡ: ಪಾರ್ಥಿವ್‌ ಪಟೇಲ್‌ (ನಾಯಕ), ಶಿಖರ್‌ ಧವನ್‌, ಮನೀಷ್‌ ಪಾಂಡೆ, ಮಾಯಾಂಕ್‌ ಅಗರ್ವಾಲ್‌, ಕೇದಾರ್‌ ಜಾಧವ್‌, ಇಶಾಂಕ್‌ ಜಗ್ಗಿ, ಗುರುಕೀರತ್‌ ಮಾನ್‌, ಅಕ್ಷರ್‌ ಪಟೇಲ್‌, ಅಕ್ಷಯ್‌ ಕರ್ಣೆವಾರ್‌, ಅಶೋಕ್‌ ದಿಂಡ, ಕುಲವಂತ್‌ ಖೆಜೊಲಿಯ, ಧವಳ್‌ ಕುಲಕರ್ಣಿ, ಗೋವಿಂದ ಪೋದ್ದರ್‌.	0.91663295	True	True	ಭಾರತ ರೆಡ್: ಪಾರ್ಥಿವ್ ಪಟೇಲ್ (ನಾಯಕ & ವಿಕೆಟ್ ಕೀಪರ್), ಶಿಖರ್ ಧವನ್, ಮನೀಷ್ ಪಾಂಡೆ, ಮಯಾಂಕ್ ಅಗರ್ವಾಲ್, ಕೇದಾರ್ ಜಾಧವ್, ಇಶಾನ್ ಜಗ್ಗಿ, ಗುರ್ಕೀರತ್ ಮಾನ್, ಅಕ್ಷರ್ ಪಟೇಲ್, ಅಕ್ಷಯ್ ಕರ್ಣೇವಾರ್, ಅಶೋಕ್ ದಿಂದಾ, ಕುಲ್ವಂತ್ ಖೇಜ್ರೋಲಿಯಾ, ಧವಲ್ ಕುಲ್ಕರ್ಣಿ, ಗೋವಿಂದ ಪೋದ್ದಾರ್
2200	[[0.90295213]]	Karnataka Assembly Speaker KR Ramesh Kumar.	ರಾಜ್ಯ ವಿಧಾನ ಸಭೆಯ ಸಭಾಧ್ಯಕ್ಷ ಕೆ ಆರ್ ರಮೇಶ್ ಕುಮಾರ್ ಅಭಿಪ್ರಾಯ	0.90295213	False	True	ಕರ್ನಾಟಕ ವಿಧಾನಸಭೆ ಅಧ್ಯಕ್ಷ ಕೆಆರ್ ರಮೇಶ್ ಕುಮಾರ್.
2240	[[0.9139881]]	At 5: 26 a.m. on December 26, the earth quaked five miles [8 km] south of the city of Bam in Iran.	ಡಿಸೆಂಬರ್‌ 26ರಂದು ಬೆಳಗ್ಗೆ 5: 26ಕ್ಕೆ, ಇರಾನಿನ ಬಾಮ್‌ ನಗರದ ಸುಮಾರು ಎಂಟು ಕಿಲೊಮೀಟರ್‌ ದಕ್ಷಿಣಕ್ಕೆ ಭೂಮಿಯು ಕಂಪಿಸಿತು.	0.9139881	True	True	ಡಿಸೆಂಬರ್ 26ರಂದು ಬೆಳಿಗ್ಗೆ 5:26ಕ್ಕೆ ಇರಾನಿನ ಬಾಮ್ ನಗರದ ದಕ್ಷಿಣಕ್ಕೆ 5 ಮೈಲಿ [8 ಕಿಮೀ] ದೂರದಲ್ಲಿ ಭೂಕಂಪವಾಯಿತು.
