idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans
707	[[0.9196124]]	The tripartite agreement was signed by Assam Chief Minister Sarbananda Sonowal, the top representatives of the four factions of the NDFB, ABSU, Joint Secretary in the Home Ministry Satyendra Garg and Assam Chief Secretary Kumar Sanjay Krishna.	ಬೋಡೋಲ್ಯಾಂಡ್ ನ ತ್ರಿಪಕ್ಷೀಯ ಒಪ್ಪಂದಕ್ಕೆ ಅಸ್ಸಾಂ ಮುಖ್ಯಮಂತ್ರಿ ಸರ್ಬಾನಂದಾ ಸೋನೋವಾಲ್, ಎನ್ ಡಿಎಫ್ ಬಿ, ಎಬಿಎಸ್ ಯುನ ಪ್ರಮುಖ ನಾಯಕರು, ಗೃಹ ಸಚಿವಾಲಯದ ಜಂಟಿ ಕಾರ್ಯದರ್ಶಿ ಸತ್ಯೇಂದ್ರ ಗರ್ಗ್ ಮತ್ತು ಅಸ್ಸಾಂ ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿ ಕುಮಾರ್ ಸಂಜಯ್ ಕೃಷ್ಣಾ ಅವರು ಕೇಂದ್ರ ಗೃಹ ಸಚಿವ ಅಮಿತ್ ಶಾ ಸಮ್ಮುಖದಲ್ಲಿ ಸಹಿ ಹಾಕಿರುವುದಾಗಿ ವರದಿ ತಿಳಿಸಿದೆ.	0.9196124	True	True	ಅಸ್ಸಾಂ ಮುಖ್ಯ ಮಂತ್ರಿಗಳು ಸರ್ಬಾನಂದ ಸೋನೋವಾಲ್, ನಾಲ್ಕು ಪಂಚಾಯಿತಿಗಳ ತಿರುಗುವ ಪ್ರತಿನಿಧಿಗಳು, ಗೃಹ ಸಚಿವಾಲಯದ ಸಹಾಯಕ ಕಾರ್ಯದರ್ಶಿಗಳು ಸತ್ಯೇಂದ್ರ ಗಾರ್ಗ್ ಹಾಗೂ ಅಸ್ಸಾಂ ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿಗಳು ಕುಮಾರ್ ಸಂಜಯ್ ಕೃಷ್ಣಾ ಅವರು ತ್ರಿಪಕ್ಷೀಯ ಒಪ್ಪಂದಕ್ಕೆ ಸಹಿ ಹಾಕಿದರು.
810	[[0.925492]]	Indian pair of Sania Mirza and Rohan Bopanna reached the Mixed doubles semi-final.	ಮಿಶ್ರ ಡಬಲ್ಸ್ ವಿಭಾಗದಲ್ಲಿ ಭಾರತದ ಸಾನಿಯ ಮಿರ್ಜಾ ಹಾಗೂ ರೋಹನ್ ಬೋಪಣ್ಣ ಜೋಡಿ ಕ್ವಾರ್ಟರ್ ಫೈನಲ್ ತಲುಪಿದೆ.	0.925492	True	True	ಭಾರತದ ಸಾನಿಯಾ ಮಿರ್ಜಾ ಹಾಗು ರೋಹನ್ ಬೋಪಣ್ಣ ಅವರು ಮಿಕ್ಸ್ಡ್ ಡಬಲ್ಸ್ ಸೆಮಿ ಫೈನಲ್ ತಲುಪಿದರು.
1094	[[0.9340658]]	These include Indian masala chai and British tea blends.	ಭಾರತದ ಮಸಾಲಾ ಚಾಯ್‌, ಮತ್ತು ಬ್ರಿಟಿಷ್‌ ಚಹಾದ ಹದವಾದ ಮಿಶ್ರಣಗಳು ಇವುಗಳಲ್ಲಿ ಸೇರಿವೆ.	0.9340658	True	True	ಇವುಗಳಲ್ಲಿ ಭಾರತೀಯ ಮಸಾಲಾ ಚಾಯಿ ಮತ್ತು ಬ್ರಿಟಿಷ್ ಟೀ ಬ್ಲೆಂಡ್‌ಗಳು ಸೇರಿವೆ.
1196	[[0.9104315]]	The country's richest candidate Ramesh Kumar Sharma, who fought as an independent from Patliputra parliamentary seat in Bihar, lost his deposit as he secured only 1,556 votes.	ಬಿಹಾರದ ಪಾಟಲಿಪುತ್ರದಿಂದ ಸ್ವತಂತ್ರ ಅಭ್ಯರ್ಥಿಯಾಗಿ ಸ್ಪರ್ಧಿಸಿರುವ ಶ್ರೀಮಂತ ಅಭ್ಯರ್ಥಿ ರಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ ಕೇವಲ 1,556 ಮತಗಳನ್ನು ಪಡೆಯುವ ಮೂಲಕ ಠೇವಣಿ ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ.	0.9104315	True	True	ದೇಶದ ಶ್ರೀಮಂತ ಅಭ್ಯರ್ಥಿಗಳು ರಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ, ಇವರು ಬಿಹಾರದ ಪಟಲೀಪುತ್ರ ಸಂಸದೀಯ ಕ್ಷೇತ್ರದಿಂದ ಸ್ವತಂತ್ರವಾಗಿ ಸ್ಪರ್ಧಿಸಿದ್ದರು, ಇವರು ೧,೫೫೬ ಮತಗಳನ್ನು ಪಡೆದು ತನ್ನ ಠೇವಣಿಯನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ.
1247	[[0.90232503]]	How many we infect: The average number of new infections caused by a typical infectious person, that is human transmissibility range (R0) is between 2to 3.1	ನಾವು ಎಷ್ಟು ಜನ ಸೋಂಕಿತರಾಗಬಹುದು: ಸಾಂಕ್ರಾಮಿಕ ವ್ಯಕ್ತಿಯಿಂದ ಉಂಟಾಗುವ ಹೊಸ ಸೋಂಕುಗಳ ಸರಾಸರಿ ಸಂಖ್ಯೆ, ಅಂದರೆ ಮಾನವ ಪ್ರಸರಣ ಶ್ರೇಣಿ (ಆರ್0) 2 ರಿಂದ 3 ರ ನಡುವೆ ಇರುತ್ತದೆ.	0.90232503	True	True	ನಾವು ಸೋಂಕು ಹರಡುವೆವು: ಸಾಮಾನ್ಯ ಸೋಂಕಿತ ವ್ಯಕ್ತಿಯಿಂದ ಉಂಟಾಗುವ ಹೊಸ ಸೋಂಕುಗಳ ಸರಾಸರಿ ಸಂಖ್ಯೆ, ಅಂದರೆ ಮಾನವ ಸಾಂಕ್ರಾಮ್ಯ ವ್ಯಾಪ್ತಿ (R0) ಎಂದರೆ 2 ರಿಂದ 3.1 ರ ನಡುವೆ ಇದೆ.
1388	[[0.9131906]]	Cabinet approves establishment of new All India Institutes of Medical Sciences at Gorakhpur	ಗೋರಖ್ಪುರದಲ್ಲಿ ನೂತನ ಅಖಿಲ ಭಾರತ ವೈದ್ಯಕೀಯ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆ ಸ್ಥಾಪನೆಗೆ ಸಚಿವ ಸಂಪುಟದ ಅನುಮೋದನೆ	0.9131906	True	True	ಸಚಿವ ಸಂಪುಟವು ಗೋರಖ್‌ಪುರದಲ್ಲಿ ಹೊಸ ಎಲ್ಲಾ ಭಾರತ ವೈದ್ಯಕೀಯ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆಗಳ ಸ್ಥಾಪನೆಗೆ ಅನುಮೋದನೆ ನೀಡಿದೆ.
1439	[[0.9393764]]	Kings XI Punjab: KL Rahul, Mayank Agarwal, Yuvraj Singh, Karun Nair, David Miller, Marcus Stoinis, Axar Patel, Ravichandran Ashwin (captain), AJ Tye, Mohit Sharma, Mujeeb ur Rahman.	ಕಿಂಗ್ಸ್ ಎಲೆವನ್ ಪಂಜಾಬ್ : ಕೆಎಲ್ ರಾಹುಲ್(ವಿಕೆಟ್ ಕೀಪರ್), ಮಯಾಂಕ್ ಅಗರವಾಲ್, ಕರುಣ್ ನಾಯರ್, ಯುವರಾಜ್ ಸಿಂಗ್, ಡೇವಿಡ್ ಮಿಲ್ಲರ್, ಸ್ಟೋಯಿನಿಸ್, ಅಕ್ಷರ್ ಪಟೇಲ್, ಆರ್ ಅಶ್ವಿನ್(ನಾಯಕ), ಆಂಡ್ರ್ಯೂ ಟೈ, ಮೋಹಿತ್ ಶರ್ಮ, ಮುಜೀಬ್ ಉರ್ ರಹಮಾನ್.	0.9393764	True	True	ಪಂಜಾಬ್ ರಾಜರು XI: ಕೆಎಲ್ ರಾಹುಲ್ ಅವರು, ಮಯಂಕ್ ಅಗರ್ವಾಲ್ ಅವರು, ಯುವರಾಜ್ ಸಿಂಗ್ ಅವರು, ಕರುಣ್ ನಾಯರ್ ಅವರು, ಡೇವಿಡ್ ಮಿಲ್ಲರ್ ಅವರು, ಮಾರ್ಕಸ್ ಸ್ಟೋಯಿನಿಸ್ ಅವರು, ಅಕ್ಸರ್ ಪಟೇಲ್ ಅವರು, ರವಿಚಂದ್ರನ್ ಆಶ್ವಿನ್ ಅವರು (ನಾಯಕರು), ಎಜೆ ಟೈ ಅವರು, ಮೋಹಿತ್ ಶರ್ಮಾ ಅವರು, ಮುಜೀಬ್ ಉರ್ ರಹಮಾನ್ ಅವರು.
1455	[[0.9110018]]	Pamela Chopra helped them select tunes and instruments to give some of the songs a Punjabi flavour.	ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಪಂಜಾಬಿ ಮಾಧುರ್ಯವನ್ನು ನೀಡುವ ಸಲುವಾಗಿ ರಾಗಗಳು ಮತ್ತು ವಾದ್ಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಪಮೇಲಾ ಚೋಪ್ರಾ ಸಹಾಯ ಮಾಡಿದರು.	0.9110018	True	True	ಪಮೇಲಾ ಚೋಪ್ರಾ ಅವರು ಅವರಿಗೆ ಪಂಜಾಬಿ ರುಚಿಯನ್ನು ನೀಡಲು ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಸ್ವರಗಳನ್ನು ಮತ್ತು ವಾದ್ಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಸಹಾಯ ಮಾಡಿದರು.
1696	[[0.91864085]]	While in jail, Ajay makes friends with some other hardcore convicts, who are good at heart.	ಜೈಲಿನಲ್ಲಿರುವಾಗ, ಅಜಯ್ ಹೃದಯದಿಂದ ಒಳ್ಳೆಯವರಾಗಿರುವ ಕೆಲವು ಇತರ ಉಗ್ರ ಅಪರಾಧಿಗಳ ಸ್ನೇಹಬೆಳೆಸುತ್ತಾನೆ.	0.91864085	True	True	ಜೈಲಿನಲ್ಲಿರುವಾಗ, ಅಜಯ್ ಇತರ ಕಠಿಣ ಸಂಚಿಕೆಯ ಖೈದಿಗಳೊಂದಿಗೆ ಸ್ನೇಹ ಬೆಳೆಸುತ್ತಾನೆ, ಅವರು ಹೃದಯದಲ್ಲಿ ಉತ್ತಮರು.
1705	[[0.9542007]]	The engine puts out 107 ps of power and 140 Nm of torque.	ಈ ಎಂಜಿನ್ 107 ಬಿ‍‍ಹೆಚ್‍‍ಪಿ ಪವರ್ ಹಾಗೂ 140 ಎನ್‍ಎಂ ಟಾರ್ಕ್ ಉತ್ಪಾದಿಸುತ್ತದೆ.	0.9542007	True	True	ಎಂಜಿನ್ ಅವರು 107 ಪಿಎಸ್ ಅಧಿಕ ಶಕ್ತಿಯನ್ನು ಹಾಗೂ 140 ಎನ್ಎಂ ಟಾರ್ಕ್ ಅನ್ನು ಉತ್ಪಾದಿಸುತ್ತವೆ.
1712	[[0.9119242]]	Early in July 1974, I was in Nicosia when a coup to depose President Makarios took place, and I saw his palace go up in flames.	ಜುಲೈ 1974ರ ಆದಿ ಭಾಗದಲ್ಲಿ, ರಾಷ್ಟ್ರಾಧ್ಯಕ್ಷ ಮಾಕಾರಿಯೊಸ್‍ನನ್ನು ಪದಚ್ಯುತಮಾಡಲಿಕ್ಕಾಗಿ ನಡೆದ ಕ್ಷಿಪ್ರ ಕ್ರಾಂತಿಯ ಸಮಯದಲ್ಲಿ ನಾನು ನಿಕೊಸಿಯದಲ್ಲೇ ಇದ್ದೆ, ಮತ್ತು ಅವನ ಅರಮನೆಯು ಬೆಂಕಿಗೆ ಆಹುತಿಯಾಗುವುದನ್ನು ಕಣ್ಣಾರೆ ಕಂಡೆ.	0.9119242	True	True	ಜುಲೈ 1974 ರ ಆರಂಭದಲ್ಲಿ, ನಿಕೋಸಿಯಾದಲ್ಲಿದ್ದೆ, ಅಲ್ಲಿ ಅಧ್ಯಕ್ಷ ಮಕಾರಿಯೋಸ್ ಅವರುಗಳ ಪದವಿಯಿಂದ ಇಳಿಸುವ ಕೂಪ್ ಸಂಭವಿಸಿತು, ನಾನು ಅವರುಗಳ ಅರಮನೆ ಬೆಂಕಿಯಲ್ಲಿ ಸುಟ್ಟು ಹೋಗುವುದನ್ನು ಕಂಡೆ.
1895	[[0.921935]]	It creates an atmosphere of hate against dissenters and an atmosphere of sympathy for politicians like Modi.	ಭಿನ್ನಭಿಪ್ರಾಯವನ್ನು ವ್ಯಕ್ತಪಡಿಸುವವರ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣವನ್ನು ಹಾಗೂ ಮೋದಿಯವರಂತಹ ರಾಜಕಾರಣಿಗಳ ಬಗ್ಗೆ ಅನುಕಂಪದ ವಾತಾವರಣವನ್ನು ಈ ಮೂಲಕ ಸೃಷ್ಟಿಸಲಾಗುತ್ತದೆ.	0.921935	True	True	ಅದು ವಿರೋಧಿಗಳ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣವನ್ನು ಸೃಷ್ಟಿಸುತ್ತದೆ ಹಾಗು ಮೋದಿಯಂತಹ ರಾಜಕಾರಣಿಗಳಿಗೆ ಸಹಾನುಭೂತಿಯ ವಾತಾವರಣವನ್ನು ಸೃಷ್ಟಿಸುತ್ತದೆ.
1929	[[0.9054475]]	13MP rear camera + 5MP front camera	13MP ಹಿಂಭಾಗದ ಕ್ಯಾಮರಾ + ಸೆಕೆಂಡರಿ 5-ಮೆಗಾ ಪಿಕ್ಸಲ್ ಹಿಂಭಾಗದ ಕ್ಯಾಮರಾ	0.9054475	False	True	ಅವರು 13MP ಹಿಂದಿನ ಕ್ಯಾಮೆರಾ + 5MP ಮುಂದಿನ ಕ್ಯಾಮೆರಾ
2022	[[0.9019324]]	Students raised slogans against the government.	ವಿದ್ಯಾರ್ಥಿಗಳು ಸರಕಾರದ ವಿದ್ಯಾರ್ಥಿ ವಿರೋಧಿ ನಡೆಗೆ ಘೋಷಣೆ ಕೂಗಿ ಆಕ್ರೋಶ ವ್ಯಕ್ತಪಡಿಸಿದರು.	0.9019324	False	True	ವಿದ್ಯಾರ್ಥಿಗಳು ಸರ್ಕಾರದ ವಿರುದ್ಧ ಘೋಷಣೆಗಳನ್ನು ಎತ್ತಿದರು.
2108	[[0.9323634]]	( Read Hebrews 6: 13 - 18. Gal.	( ಇಬ್ರಿಯ 6: ​ 13 - 18 ಓದಿ. ಗಲಾ.	0.9323634	False	True	ಹೆಬ್ರೂಗಳಿಗೆ 6: 13-18 ಮತ್ತು ಗಲತೀಯರಿಗೆ ಓದಿ.
2139	[[0.9030861]]	Abu Dhabi, the UAE capital, has a sovereign wealth fund of about USD 800 billion.	ಯುಎಇ ರಾಜಧಾನಿಯಾದ ಅಬುದಾಭಿ ಸುಮಾರು 800 ಶತಕೋಟಿ ಡಾಲರ್ ವೌಲ್ಯದ ಸಂಪತ್ತನ್ನು ಹೊಂದಿದೆ.	0.9030861	True	True	ಅಬು ಧಾಬಿ, ಯುಎಇ ರಾಜಧಾನಿಯ ಪ್ರಭುಗಳು ಸುಮಾರು ಯುಎಸ್ಡಿ 800 ಶತಕೋಟಿಯ ಸಾರ್ವಭೌಮ ಸಂಪತ್ತಿನ ನಿಧಿಯನ್ನು ಹೊಂದಿದ್ದಾರೆ.
2188	[[0.91663295]]	India Red: Parthiv Patel (Captain & wk), Shikhar Dhawan, Manish Pandey, Mayank Agarwal, Kedar Jadhav, Ishank Jaggi, Gurkeerat Mann, Axar Patel, Akshay Karnewar, Ashok Dinda, Kulwant Khejroliya, Dhawal Kulkarni, Govinda Poddar	ಇಂಡಿಯಾ ರೆಡ್‌ ತಂಡ: ಪಾರ್ಥಿವ್‌ ಪಟೇಲ್‌ (ನಾಯಕ), ಶಿಖರ್‌ ಧವನ್‌, ಮನೀಷ್‌ ಪಾಂಡೆ, ಮಾಯಾಂಕ್‌ ಅಗರ್ವಾಲ್‌, ಕೇದಾರ್‌ ಜಾಧವ್‌, ಇಶಾಂಕ್‌ ಜಗ್ಗಿ, ಗುರುಕೀರತ್‌ ಮಾನ್‌, ಅಕ್ಷರ್‌ ಪಟೇಲ್‌, ಅಕ್ಷಯ್‌ ಕರ್ಣೆವಾರ್‌, ಅಶೋಕ್‌ ದಿಂಡ, ಕುಲವಂತ್‌ ಖೆಜೊಲಿಯ, ಧವಳ್‌ ಕುಲಕರ್ಣಿ, ಗೋವಿಂದ ಪೋದ್ದರ್‌.	0.91663295	True	True	ಭಾರತ ರೆಡ್: ಪಾರ್ಥಿವ್ ಪಟೇಲ್ ಅವರು (ನಾಯಕ ಮತ್ತು ವಿಕೆಟ್ ಕೀಪರ್), ಶಿಖರ್ ಧವನ್ ಅವರು, ಮನೀಶ್ ಪಾಂಡೆ ಅವರು, ಮಾಯಂಕ್ ಅಗ್ರವಾಲ್ ಅವರು, ಕೇದಾರ್ ಜಾಧವ್ ಅವರು, ಇಶಾನ್ ಜಗ್ಗಿ ಅವರು, ಗುರ್ಕೀರತ್ ಮಾನ್ ಅವರು, ಅಕ್ಷಯ್ ಪಟೇಲ್ ಅವರು, ಅಕ್ಷಯ್ ಕರ್ಣೇವಾರ್ ಅವರು, ಅಶೋಕ್ ದಿಂದಾ ಅವರು, ಕುಲ್ವಂತ್ ಖೆಜ್ರೋಲಿಯಾ ಅವರು, ಧವಳ್ ಕುಲ್ಕರ್ಣಿ ಅವರು, ಗೋವಿಂದ ಪೋದ್ದಾರ್ ಅವರು
2200	[[0.90295213]]	Karnataka Assembly Speaker KR Ramesh Kumar.	ರಾಜ್ಯ ವಿಧಾನ ಸಭೆಯ ಸಭಾಧ್ಯಕ್ಷ ಕೆ ಆರ್ ರಮೇಶ್ ಕುಮಾರ್ ಅಭಿಪ್ರಾಯ	0.90295213	False	True	ಕರ್ನಾಟಕ ವಿಧಾನಸಭೆಯ ಅಧ್ಯಕ್ಷರು ಕೆಆರ್ ರಮೇಶ್ ಕುಮಾರರು
2240	[[0.9139881]]	At 5: 26 a.m. on December 26, the earth quaked five miles [8 km] south of the city of Bam in Iran.	ಡಿಸೆಂಬರ್‌ 26ರಂದು ಬೆಳಗ್ಗೆ 5: 26ಕ್ಕೆ, ಇರಾನಿನ ಬಾಮ್‌ ನಗರದ ಸುಮಾರು ಎಂಟು ಕಿಲೊಮೀಟರ್‌ ದಕ್ಷಿಣಕ್ಕೆ ಭೂಮಿಯು ಕಂಪಿಸಿತು.	0.9139881	True	True	ಡಿಸೆಂಬರ್ 26 ರಂದು ಬೆಳಿಗ್ಗೆ 5:26 ಕ್ಕು ಇರಾನಿನ ಬಾಮ್ ನಗರದ ದಕ್ಷಿಣಕ್ಕೆ 5 ಮೈಲಿ [8 ಕಿಮೀ] ದೂರದಲ್ಲಿ ಭೂಕಂಪನ ಸಂಭವಿಸಿತು.
