idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans
1106	[[0.9244308]]	Women in Mexico spend about 13 years of their life caring for at least one child younger than five years old.	❖ മെക്‌സിക്കോയിലെ സ്‌ത്രീകൾ ജീവിതത്തിൽ ഏകദേശം 13 വർഷം അഞ്ചു വയസ്സിനു താഴെയുള്ള ഒരു കുഞ്ഞിനെയെങ്കിലും പരിപാലിച്ചുകൊണ്ടു ചെലവഴിക്കുന്നു.	0.9244308	True	True	മെക്സിക്കോയിലെ സ്ത്രീകൾ അഞ്ചു വയസ്സിൽ താഴെയുള്ള കുട്ടികളെ പരിചരിക്കാൻ ജീവിതത്തിലെ ഏകദേശം 13 വർഷം ചെലവഴിക്കുന്നു.
1132	[[0.9159356]]	India took home 11 gold medals, 10 silver and 36 bronze at the event.	11 സ്വര്‍ണ്ണമോഡലുകളും 10 വെള്ളിമെഡലുകളും 36 വെങ്കലമെഡലുകളുമാണ് ഏഷ്യന്‍ ഗെയിംസില്‍ ഭാരതം സ്വന്തമാക്കിയത്.	0.9159356	True	True	ഇവന്റിൽ ഇന്ത്യ 11 സ്വർണ്ണ മെഡലുകൾ, 10 വെള്ളി, 36 കാംസ്യം നേടി.
1157	[[0.9016267]]	Arun Singh Dhumal is the brother of former BCCI president and current Minister of State for Finance and Corporate Affairs Anurag Thakur.	മുന്‍ ബി. സി. സി. ഐ. പ്രസിഡന്റും കേന്ദ്ര ധനകാര്യസഹമന്ത്രിയുമായ അനുരാഗ് ഠാക്കൂറിന്റെ സഹോദരനാണ് അരുണ്‍ ധുമാല്‍.	0.9016267	True	True	അരുൺ സിംഗ് ദുമാൽ മുൻ ബിസിസി പ്രസിഡന്റും നിലവിൽ ധനകാര്യവും കോർപ്പറേറ്റ് കാര്യങ്ങളും സംസ്ഥാന മന്ത്രിയുമായ അനുരാഗ് താക്കൂറിന്റെ സഹോദരനാണ്.
1179	[[0.9110075]]	Superintendent of police, Khyati Garg said that the body of the victim has been sent for postmortem and a manhunt has been launched to nab Shukla and others involved in the incident.	ഇരയുടെ മൃതദേഹം പോസ്റ്റ്‌മോർട്ടത്തിനായി അയച്ചിട്ടുണ്ടെന്നും സംഭവത്തിൽ ഉൾപ്പെട്ട ശുക്ലയെയും മറ്റുള്ളവരെയും പിടികൂടാൻ തെരച്ചില്‍ ആരംഭിച്ചതായും പോലീസ് സൂപ്രണ്ട് ഖ്യതി ഗാർഗ് പറഞ്ഞു.	0.9110075	True	True	പോലീസ് സൂപ്രണ്ടന്റ് ഖ്യാതി ഗാർഗ് പറഞ്ഞു, ഇരയുടെ മൃതദേഹം പോസ്റ്റ്‌മോർട്ടം നടത്താനായി അയച്ചു, ഷുക്ലയെയും സംഭവത്തിൽ ഉൾപ്പെട്ടവരെയും പിടിക്കാനുള്ള ഒരു മന്ഹണ്ട് ആരംഭിച്ചു.
1187	[[0.9233802]]	The Manorama publication restarted on November 29th 1947,after the independence of India.	ഇന്ത്യ സ്വതന്ത്രമായ ശേഷം 1947 നവംബർ 29ന്‌ മനോരമ പ്രസിദ്ധീകരണം പുനരാരംഭിച്ചു.	0.9233802	True	True	ഇന്ത്യയുടെ സ്വാതന്ത്ര്യത്തിനു ശേഷം 1947 നവംബർ 29ന് മനോരമ പ്രസിദ്ധീകരണം പുനരാരംഭിച്ചു.
1264	[[0.90009373]]	Essentially the naked version of the current YZF-R15 V3.0, the Yamaha MT-15 will be a compelling choice in the booming 150-160cc motorcycle category of the Indian market	യമഹയുടെ ജനപ്രീതിയാര്ജ്ജിച്ച YZF-R15 V3.0 മോഡലിന്റെ നെയ്ക്കഡ് പതിപ്പാണ് വരാനിരിക്കുന്ന MT-15. 150-160 സിസി ശ്രേണിയില് കൂടുതല് സ്പോര്ടി സാധ്യതകള് MT-15 തുറന്നുവെയ്ക്കും	0.90009373	True	True	ഇന്നത്തെ YZF-R15 V3.0 ന്റെ നഗ്നരൂപം എന്നാണ് യമഹാ MT-15, ഇന്ത്യൻ വിപണിയിലെ 150-160cc മോട്ടോർസൈക്കിൾ വിഭാഗത്തിൽ ആകർഷകമായ ഒരു തെരഞ്ഞെടുപ്പ്.
1526	[[0.92179424]]	Kerala was placed on top with 273 points followed by Maharashtra (247 points) and Haryana in the third place with 241 points.	കേരളത്തിന് 273 പോയന്റ് ലഭിച്ചപ്പോള്‍ മഹാരാഷ്ട്ര 247 പോയന്റും ഹരിയാന 241 പോയന്റും നേടി തൊട്ടുപിന്നിലെത്തി.	0.92179424	True	True	കേരളം 273 പോയന്റുകളോടെ ഒന്നാം സ്ഥാനത്തായി, മഹാരാഷ്ട്ര (247 പോയന്റുകൾ) രണ്ടാം സ്ഥാനത്തും ഹരിയാന മൂന്നാം സ്ഥാനത്ത് 241 പോയന്റുകളോടെയും.
1545	[[0.90186465]]	Vasili Mkalavishvili was expelled from the Georgian Orthodox Church (GOC) in the mid - 1990 s after harshly criticizing the GOC for its membership in the World Council of Churches (WCC).	‘ ലോക സഭാ സമിതി’ൽ അംഗത്വം നേടിയതിന്‌ ജോർജിയൻ ഓർത്തഡോക്‌സ്‌ സഭയെ നിശിതമായി വിമർശിച്ചതിന്‍റെ പേരിൽ വാസിലി മ്‌കാലാവിഷ്‌വിലി 1990 - കളുടെ മധ്യത്തിൽ സഭയിൽനിന്നു പുറത്താക്കപ്പെട്ടു.	0.90186465	True	True	വാസിലി മ്കാലാവിഷ്വിലിയെ 1990-കളുടെ മധ്യത്തിൽ ജോർജിയൻ ഓർത്തഡോക്സ് ചർച്ചിൽ (ജിഒസി) നിന്ന് പുറത്താക്കപ്പെട്ടു, ലോക സഭാ സമിതിയിൽ (ഡബ്ല്യുസിസി) അംഗത്വത്തിന് ജിഒസിയെ കടുത്ത വിമർശനം നടത്തിയതിന്.
1601	[[0.93639004]]	Petrol price hiked by 54 paise per litre, diesel by 58 paise.	പെട്രോൾ ലിറ്ററിന് 54 പൈസയും ഡീസൽ ലിറ്ററിന് 58 പൈസയുമാണ് ഉയർത്തിയത്.	0.93639004	True	True	ഒരു ലിറ്ററിന് 54 പൈസ വർദ്ധിച്ച പെട്രോൾ വില, ഡീസൽ 58 പൈസ.
1678	[[0.9213855]]	Clovis is a city in Fresno County, California, United States.	ക്ലോവിസ്, അമേരിക്കൻ ഐക്യനാടുകളിലെ സംസ്ഥാനമായ കാലിഫോർണിയയിലെ ഫ്രെസ്നോ കൗണ്ടിയിലെ ഒരു നഗരമാണ്.	0.9213855	True	True	ക്ലോവിസ് ഫ്രെസ്നോ കൗണ്ടി, കാലിഫോർണിയ, അമേരിക്കൻ ഐക്യനാടുകളിലെ ഒരു നഗരമാണ്.
1852	[[0.9111044]]	A picture of Rubel Shaikh with BJP MP Gopal Shetty has also emerged on social media.	ബിജെപി എംപി ഗോപാല്‍ ഷെട്ടിക്കൊപ്പം റൂബല്‍ ഷെയ്ക്ക് നില്‍ക്കുന്ന ഫോട്ടോയും സാമൂഹിക മാധ്യമങ്ങളിലൂടെ പ്രചരിക്കുന്നുണ്ട്.	0.9111044	True	True	രൂബേൽ ഷെയ്ഖിന്റെയും ബിജെപി എംപി ഗോപാൽ ഷെട്ടിയുടെയും ഒരു ചിത്രം സോഷ്യൽ മീഡിയയിൽ പുറത്തുവന്നിട്ടുണ്ട്.
1963	[[0.9042975]]	The flowers and buds do not rise above the water in the morning, nor do they submerge at night.	പൂക്കളും മുകുളങ്ങളും രാവിലെ ജലത്തിന് മുകളിൽ ഉയരുകയോ രാത്രിയിൽ മുങ്ങുകയോ ചെയ്യുന്നില്ല.	0.9042975	True	True	രാവിലെ ജലത്തിനു മുകളിലേക്ക് പുഷ്പങ്ങളും കായകളും ഉയരുന്നില്ല, രാത്രിയിൽ അവ മുങ്ങുന്നില്ല.
2004	[[0.91655296]]	After they drank the tainted milk, Daniel reveals that poison added to milk and also he wants his wife to die along with him because nothing is left for hope after their beloved son's death.	കളങ്കപ്പെട്ട പാൽ അവർ കുടിച്ചതിനുശേഷം, പാൽ വിഷം ചേർത്തുവെന്നും തന്റെ പ്രിയപ്പെട്ട മകന്റെ മരണശേഷം പ്രതീക്ഷയ്‌ക്കായി ഒന്നും അവശേഷിക്കാത്തതിനാൽ ഭാര്യ തന്നോടൊപ്പം മരിക്കണമെന്നും ഡാനിയേൽ വെളിപ്പെടുത്തുന്നു.	0.91655296	True	True	അവർ വിഷമിശ്രിതപാല്‍ കുടിച്ചതിനുശേഷം, ഡാനിയേൽ വെളിപ്പെടുത്തുന്നത് പാലിൽ വിഷം ചേർത്തിട്ടുണ്ടെന്നും തന്റെ ഭാര്യയെയും തന്നോടൊപ്പം മരിക്കാൻ ആഗ്രഹിക്കുന്നത് അവരുടെ പ്രിയപുത്രന്റെ മരണത്തിനുശേഷം പ്രതീക്ഷയ്ക്ക് ഒന്നും ബാക്കിയില്ലെന്നും.
2085	[[0.9122417]]	They had many pets, including turkeys, guinea pigs, dogs, cats, and chickens.	ടർക്കികൾ, ഗിനിയ പന്നികൾ, നായ്ക്കൾ, പൂച്ചകൾ, കോഴികൾ തുടങ്ങി നിരവധി വളർത്തുജീവികൾ അവർക്ക് ഉണ്ടായിരുന്നു.	0.9122417	True	True	അവർക്ക് ധാരാളം പെറ്റുകളുണ്ടായിരുന്നു, ടർക്കികൾ, ഗിനി പിഗ്സ്, നായ്ക്കൾ, പൂച്ചകൾ, കോഴികളും ഉൾപ്പെടെ.
2091	[[0.904511]]	In Hyderabad, doctors staged a protest at the Nizams Institute of Medical Sciences.	ഹൈദരാബാദില്‍ നിസാം ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഓഫ് മെഡിക്കല്‍ കോളജില്‍ ഡോക്ടര്‍മാര്‍ പ്രതിഷേധം സംഘടിപ്പിച്ചു.	0.904511	True	True	ഹൈദരാബാദിൽ നിസാംസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് മെഡിക്കൽ സയൻസസിൽ ഡോക്ടർമാർ പ്രതിഷേധം സംഘടിപ്പിച്ചു.
2105	[[0.9136807]]	The petition has been submitted before a bench comprising Acting Chief Justice Gita Mittal and Justice C Hari Shankar.	ആക്ടിങ് ചീഫ് ജസ്റ്റിസ് ഗീത മിത്തല്‍, ജസ്റ്റിസ് സി. ഹരിശങ്കര്‍ എന്നിവരുടെ ബെഞ്ചിനു മുന്‍പാകെയാണ് ഹര്‍ജി നല്‍കിയിരിക്കുന്നത്.	0.9136807	True	True	ആക്ടിങ് ചീഫ് ജസ്റ്റിസ് ഗീതാ മിറ്റാൽ ഉം ജസ്റ്റിസ് സി ഹരി ശങ്കറും ഉൾപ്പെടുന്ന ബെഞ്ചിനു മുന്നിൽ ഹർജി സമർപ്പിക്കപ്പെട്ടിരിക്കുന്നു.
2107	[[0.9102296]]	The girl lodged a complaint with police against the youth.	യുവാവില്‍ നിന്നും ഭീഷണി തുടര്‍ന്ന സാഹചര്യത്തിലാണ് പെണ്‍കുട്ടി തന്നെ പൊലീസില്‍ പരാതി നല്‍കിയത്.	0.9102296	True	True	പെൺകുട്ടി യുവാവിനെതിരെ പോലീസിൽ പരാതി നൽകി.
2147	[[0.9439678]]	He completed MBBS from Kozhikode Medical College.	കോഴിക്കോട് മെഡിക്കല്‍ കോളേജില്‍ നിന്നാണ് എം. ബി. ബി. എസ്. പൂര്‍ത്തിയാക്കിയത്.	0.9439678	False	True	അദ്ദേഹം കോഴിക്കോട് മെഡിക്കൽ കോളേജിൽ നിന്ന് എംബിബിഎസ് പൂർത്തിയാക്കി.
2218	[[0.900157]]	Finally, not finally, in the next word, we see the initial consonant being ca. it should be predictable from what you have seen so far that the negative prefix, even though we write as i n, is not na, it is not a dental nasal. it is a velar nasal which is like nga.	അവസാനമായി അല്ല, അടുത്ത വാക്കിൽ, പ്രാരംഭ വ്യഞ്ജനം ca ആണെന്ന് നമ്മൾ കാണുന്നു. നെഗറ്റീവ് പ്രിഫിക്‌സ്, നമ്മൾ n എന്ന് എഴുതുന്നുണ്ടെങ്കിലും, na അല്ല, ഇത് ഒരു ദന്ത മൂക്കല്ലെന്ന് (dental nasal) നിങ്ങൾ ഇതുവരെ കണ്ടതിൽ നിന്ന് പ്രവചിക്കാവുന്നതായിരിക്കണം. ഇത് ഒരു വെലാർ (velar) നാസലാണ് (nasal), അത് എൻ‌ഗയെ (nga) പോലെയാണ്.	0.900157	True	True	അവസാനം, അവസാനമല്ല, അടുത്ത വാക്കിൽ, നാം കാണുന്നത് ആദ്യത്തെ വ്യഞ്ജനം കാ ആണ്. ഇതുവരെ കണ്ടിട്ടുള്ളതിൽ നിന്ന് പ്രതീക്ഷിക്കാവുന്നതാണ് നകാരം, നാ എന്ന് എഴുതുന്നുണ്ടെങ്കിലും അത് നാ അല്ല, അത് ദന്ത്യ നാസികമല്ല, അത് വേലാർ നാസികമാണ്, അത് ങ്ങാ പോലെ.
2265	[[0.91921717]]	The movie will also feature Aju Varghese and Harisree Ashokan in key roles.	അജു വർഗീസ്, ഹരിശ്രീ അശോകൻ എന്നിവരും ചിത്രത്തിൽ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നു.	0.91921717	True	True	ചിത്രത്തിൽ അജു വർഗീസും ഹരിശ്രീ അശോകനും പ്രധാന വേഷങ്ങളിൽ അഭിനയിക്കും.
2406	[[0.92839533]]	The southern Indian city of Chennai is in crisis after the four main water reservoirs ran completely dry.	നാല് പ്രധാന ജലസംഭരണികൾ പൂർണ്ണമായും വരണ്ടുപോയതിനെത്തുടർന്ന് തെന്നിന്ത്യൻ നഗരമായ ചെന്നൈ പ്രതിസന്ധിയിലാണ്.	0.92839533	True	True	ചെന്നൈ നഗരം നാല് പ്രധാന ജലസംഭരണികള്‍ പൂര്‍ണ്ണമായും വരണ്ടതിനാല്‍ അതിസംകടയിലാണ്.
2430	[[0.9241476]]	After retirement, he has been working as the head of the Department of Radio Diagnosis in Perinthalmanna MES Medical College.	വിരമിച്ചശേഷം പെരിന്തൽമണ്ണ എം. ഇ. എസ്. മെഡിക്കൽ കോളേജ് റേഡിയോ ഡയഗ്‌നോസിസ് വിഭാഗം മേധാവിയായി പ്രവർത്തിക്കുകയാണ്.	0.9241476	True	True	വിരമിച്ചതിനു ശേഷം, പെരിന്തൽമണ്ണ എംഇഎസ് മെഡിക്കൽ കോളേജിലെ റേഡിയോ ഡയഗ്നോസിസ് വിഭാഗത്തിന്റെ തലവനായി അദ്ദേഹം പ്രവർത്തിച്ചുകൊണ്ടിരിക്കുന്നു.
2547	[[0.9207371]]	The increasing growth rate is pulling India into a vicious cycle of population and poverty.	വർദ്ധിച്ചുവരുന്ന വളർച്ചാ നിരക്ക് ഇന്ത്യയെ ജനസംഖ്യയുടെയും ദാരിദ്ര്യത്തിൻറെയും ഒരു ദുഷിച്ച ചക്രത്തിലേക്ക് വലിച്ചിടുകയാണ്.	0.9207371	True	True	ഇന്ത്യയെ ജനസംഖ്യാവും ദാരിദ്ര്യവും തമ്മിലുള്ള പ്രഹരം ചക്രത്തിലേക്ക് വലിക്കുന്നത് വർദ്ധിച്ചുവരുന്ന വളർച്ചാനിരക്കാണ്.
2584	[[0.915144]]	The strike call was given by the Indian Medical Association (IMA).	ഇന്ത്യന്‍ മെഡിക്കല്‍ അസോസിയേഷന്‍(ഐ എം എ) ആണ് പണിമുട്ടക്കിന് ആഹ്വാനം ചെയ്തിരിക്കുന്നത്.	0.915144	True	True	ഇന്ത്യൻ മെഡിക്കൽ അസോസിയേഷന്റെ (IMA) നേതൃത്വത്തിൽ സമരാഹ്വാനം നൽകി.
2596	[[0.90237236]]	Meanwhile, Pakistan claimed that it had shot down an Indian aircraft which had violated the Pakistani airspace.	ഇതിനിടെ വ്യോമാതിര്‍ത്തി ലംഘിച്ച ഇന്ത്യന്‍ വിമാനം വെടിവച്ചിട്ടെന്ന അവകാശവാദവുമായി പാകിസ്താന്‍ രംഗത്തെത്തി.	0.90237236	True	True	അതേസമയം, പാകിസ്താൻ അവരുടെ വായുസീമയിൽ കടന്നുകയറിയ ഇന്ത്യൻ വിമാനത്തെ തകർക്കുകയായിരുന്നു എന്ന് അവകാശപ്പെട്ടു.
2722	[[0.907778]]	Trenton is the capital city of the U.S. state of New Jersey and the county seat of Mercer County.	ട്രെൻറോൺ, അമേരിക്കൻ ഐക്യനാടുകളുടെ സംസ്ഥാനമായ ന്യൂ ജെഴ്സിയുടെ തലസ്ഥാനവും മെർസർ കൌണ്ടിയുടെ കൌണ്ടി സീറ്റും ആണ്.	0.907778	True	True	ട്രെന്റൺ ന്യൂ ജേഴ്സി സംസ്ഥാനത്തിന്റെ തലസ്ഥാന നഗരവും മെർസർ കൗണ്ടിയുടെ കൗണ്ടി സീറ്റും ആണ്.
2840	[[0.9041709]]	He elaborated that world over, the contribution of India's talent-force is highly recognised, especially the contribution of the Indian tech industry and tech professionals.	ലോകമാകെ തന്നെ ഇന്ത്യയുടെ പ്രതിഭാശക്തിയെ വലിയതോതില്‍ അംഗീകരിച്ചിട്ടുണ്ട്, പ്രത്യേകിച്ച് ഇന്ത്യയുടെ സാങ്കേതിക വ്യവസായത്തിന്റെയും സാങ്കേതിക പ്രൊഫഷണലുകളുടെ സംഭാവന, അദ്ദേഹം വിശദമാക്കി.	0.9041709	True	True	ലോകമെമ്പാടും ഇന്ത്യയുടെ ടാലന്റ് ഫോഴ്സിന്റെ സംഭാവന വളരെ അംഗീകരിക്കപ്പെട്ടിരിക്കുന്നു, പ്രത്യേകിച്ചും ഇന്ത്യൻ ടെക്ക് വ്യവസായത്തിന്റെയും ടെക്ക് പ്രൊഫഷണലുകളുടെയും സംഭാവന.
2853	[[0.9154036]]	CBSE chairman should at least give a statement, why hasn't she spoken to students and parents?	സിബിഎസ്ഇ ചെയർമാൻ കുറഞ്ഞത് ഒരു പ്രസ്താവന നൽകണം, വിദ്യാർത്ഥികളോടും മാതാപിതാക്കളോടും എന്തുകൊണ്ട് സംസാരിക്കാറില്ല?	0.9154036	True	True	സിബിഎസി ചെയർമാൻ കുറിയാകുന്നത് ഒരു പ്രസ്താവന നൽകണം, വിദ്യാർത്ഥികളോടും മാതാപിതാക്കളോടും അവർ സംസാരിക്കാത്തതെന്താണ്?
2950	[[0.9080273]]	London: Man of Indian origin arrested in connection with the murder of one-year-old boy	ലണ്ടന്‍ : ലണ്ടനില്‍ ഒരു വയസ്സുള്ള കുട്ടിയെ കൊലപ്പെടുത്തിയ സംഭവത്തില്‍ ഇന്ത്യന്‍ വംശജന്‍ അറസ്റ്റിലായി.	0.9080273	True	True	ലണ്ടൻ: ഒരു വയസ്സുള്ള ആൺകുട്ടിയുടെ കൊലപാതകത്തിലെ ബന്ധപ്പെട്ട് ഇന്ത്യൻ വംശജനായ ഒരാൾ അറസ്റ്റിൽ.
2977	[[0.9042708]]	The film is produced by Antony Perumbavoor under the banner of Aashirvad Cinemas.	ആശിര്‍വാദ് സിനിമാസിന്റെ ബാനറില്‍ ആന്റണി പെരുമ്പാവൂര്‍ ആണ് ഈ ചിത്രം നിര്‍മ്മിച്ചത്.	0.9042708	True	True	ചിത്രം ആന്റണി പെരുമ്പാവൂരിന്റെ കീഴിൽ ആശീർവാദ് സിനിമാസിന്റെ ബാനറിൽ നിർമ്മിച്ചിരിക്കുന്നു.
3194	[[0.91478896]]	THIRUVANANTHAPURAM: State police chief Loknath Behera has instructed all the district police chiefs to ensure that physical distancing is strictly followed by the public.	തിരുവനന്തപുരം: പൊതുസ്ഥലങ്ങളില്‍ ജനങ്ങള്‍ സാമൂഹിക അകലം പാലിക്കുന്നുവെന്ന് ഉറപ്പാക്കാന്‍ സംസ്ഥാന പോലിസ് മേധാവി ലോക്‌നാഥ് ബെഹ്‌റ എല്ലാ ജില്ലാ പോലിസ് മേധാവിമാര്‍ക്കും നിര്‍ദേശം നല്‍കി.	0.91478896	True	True	തിരുവനന്തപുരം: സംസ്ഥാന പോലീസ് മേധാവി ലോക്നാഥ് ബെഹെരയുടെ നിർദ്ദേശപ്രകാരം ജില്ലാ പോലീസ് മേധാവികൾ ജനങ്ങൾക്കിടയിൽ ശാരീരിക അകലം കടുത്തു പാലിക്കുന്നതിന് ഉറപ്പുവരുത്തണം.
3338	[[0.91279]]	Mere economic progress does not guarantee a strong India, the guarantee of a strong India lies in a strong society.	സാമ്പത്തിക പുരോഗമതി മാത്രം ശക്തമായ ഒരു ഇന്ത്യയെ ഉറപ്പുവരുത്തില്ല, ശക്തമായ ഇന്ത്യയ്ക്കുള്ള ഉറപ്പ് ശക്തമായ സമൂഹത്തിലാണ് നിലകൊള്ളുന്നത്.	0.91279	True	True	എന്റെ സാമ്പത്തിക പുരോഗതി മാത്രം ശക്തമായ ഇന്ത്യയുടെ ഉറപ്പാണ്, ശക്തമായ ഇന്ത്യയുടെ ഉറപ്പ് ശക്തമായ സമൂഹത്തിലാണ്.
